翻訳ID,日本語,英語,中国語（簡体字）,韓国語,備考
hi0313,\C[1]（未来ってなんだ！\.,\C[1](Какого хрена ТЫ решаешь,\C[1]（未来又是什么？！\.,\C[1](미래가 뭔데!\.,
,　どうしてお前が決めるんだ！？）,мою судьбу?!),凭什么都由你决定？！）,네가 뭔데 그걸 정하는 거야?!),
hi0314,\C[1]（僕が何をしたっていうんだ！,"\C[1](И что я такого сделал, чтобы заслужить",\C[1]（我做错什么了？！,\C[1](내가 뭘 어쨌길래!,
,　他にどうすれば良かったんだよ！？）,"всё то дерьмо, через которое мне",不然你要我怎么办？！）,대체 뭘 어쩌란 말이야?!),
, ,пришлось пройти?!), , ,
hi0315,\C[1]（だって、,\C[1](У меня никогда не было выбора!,\C[1]（催款催得那么急，,"\C[1](어쩔 수 없었다고,",
,　あんな風に母さんの医療費を迫られたら、,Как ещё я должен был оплачивать мамины,为了尽快赚够妈妈的医药费，,엄마의 치료비를 내려면 해킹 외에는,
,　ハッキングするしかないじゃないか――）,медицинские счета? Хакерство было,我除了当黑客还有什么办法——）,달리 방법이 없었어……),
, ,единственным способом!), , ,
hi0315_sa,\C[1]（あんな風に母さんの医療費を迫られたら、,\C[1](Как ещё я должен был оплачивать мамины,\C[1]（为了尽快赚够妈妈的医药费，,\C[1]엄마의 치료비를 내려면,
,　ハッキングするしかないじゃないか――）,медицинские счета? Хакерство было,我除了当黑客还有什么办法——）,해킹 외에는 달리 방법이 없었다고……),
, ,единственным способом.), , ,
hi0316,\C[1]（まさか――\|,\C[1](Погоди. Это значит…\|,\C[1]（难道――\|,\C[1](설마……\|,
,　わざと、”ハッキングさせた”のか？）,"Кареллен ХОТЕЛА, чтобы я её взломал?)",是它故意引诱我的？）,"일부러 ""해킹 당한"" 거야?)",
hi0317,\C[1]（やっぱり――\.\.そういうことなのか？\|,\C[1](Всё это было частью её плана.,\C[1]（――\.\.果然是这样吗？\|,\C[1](역시… \.\.그런 거였어?\|,
,　崩落事故も、）,"Обвал, всё.)",坍塌事故也是，）,그 붕괴 사고도…),
hi0318,\C[1]（理由をつけて、\.\.\.僕たちを、\.\.\.,"\C[1](Всё это было лишь предлогом, ",\C[1]（就是为了，\.\.\.找借口\C[18]“处理”\C[0],"\C[1](구실을 붙여, \.\.\.우리를,\.\.\.",
,　＂いらない人間＂を\C[18]＂処理＂\C[1]するために――）,"чтобы \C[18]избавиться\C[1] от людей, которые",\C[1]我们这些\.\.\.“不需要的人类”――）,"필요 없는 인간을\C[18]""처리""\C[1]하려고……)",
, ,"были недостаточно ""полезны"".)", , ,
hi0319,くそっ……\{カレルレン！,Нгх… \{Кареллен!,可恶！……\{卡列伦！,빌어먹을…\{카렐렌..!,
hi0320,\{カレルレン！！\.\.　\CE[314]よくも！！\.\.,\{Ты чудовище…\.\. \CE[314]Ты заплатишь…\.\.,\{卡列伦！！\.\.　\CE[314]你竟敢！！\.\.,\{카렐렌……!! \.\.\CE[314]너 따위가!!\.\.,
,母さんを！！　\CE[314]よくもぉっ！！,"…за то, что ты сделала",你竟敢把我妈妈害成那样！！！,감히…!! \CE[314]엄마를…!!,
,,с моей мамой!!!,,,
hi0321,なんで、\.\.\.こんな\.―\.―\.\.\.,Почему я?! \.Моя семья?! \.Ты…\.\.\.,凭什么\.\.我们要——\.\.\.,어째서 \.\.이런 짓을…\.\.\.,
hi0322,ひっ……！,А-а-ах!,噫……！,히익……!,
hi0323,スタイラス様、,Мистер Стайлус.,斯泰拉斯同学，,스트라토스 님.,
,お戻りください。,"Пожалуйста, пройдёмте с нами.",请返回您的房间。,돌아오십시오.,
hi0324,いっ……嫌だ！,Н-Нет!,我、……我不要！,시…… 싫어!,
hi0325,合意が得られませんでしたので、,"Если вы не будете сотрудничать,",由于您拒绝配合，,"합의가 이루어지지 않아,",
,Ｒ・カレルレンの指示により,"у меня не останется выбора,",我们将遵从卡列伦的指示，,R-카렐렌의 지시에 따라 강제,
,「共生プログラム」を強制実施いたします。,кроме как насильно подвергнуть,强制对您实施“共生教育”课程。,공생 프로그램을 실시합니다.,
, ,вас Программе Симбиоза., , ,
hi0326,黙れっ！！　離せ！！,Заткнись! Уйди от меня!,闭嘴！！放开我！！,닥쳐!! 이거 놔!!,
,生きるのは僕の勝手だろ！！,"Ты не можешь указывать мне, как жить!",我怎么活不要你们管！！,내 인생은 내가 정해!!,
hi0327,……\|ジョバンニ？,…\|Джованни?,……\|乔班尼？,……\|조반니?,
hi0328,お、おい！　どうした！？,"Ч-Что, чёрт возьми, происходит?!",喂……！你怎么了？！,"이, 이봐! 왜 그래?!",
hi0329,何がどうなってんだ……,Что ты натворил?!,这是什么情况啊……,뭐가 어떻게 돌아가는 거냐고……,
hi0330,ザネリ……？,Занелли!,札内利……？,자넬리……?,
hi0331,……！,Ах!,……！,……!,
hi0332,オブライエン様、この区域は侵入禁止です。,"Мистер О'Брайен, эта зона опасна.",奥布赖恩同学，本区域禁止进入。,"오브라이언 님, 침입 금지 구역입니다.",
,危険ですので、お立ち去りください。,"Для вашей безопасности, пожалуйста,",逗留可能会遭遇危险，请马上离开。,위험하니 당장 물러나십시오.,
, ,немедленно покиньте её., , ,
hi0333,え、\.\.\.,Чт…?\.\.\.,啊？\.\.\.,뭐?\.\.\.,
,……\.\.き、\.危険って\.…\.…,"Что значит\.\. ""опасна""…?""",……\.\.什、\.什么危险\.…\.…,"……\.\.위, \.위험하다니\.…\.…",
hi0334,つ、\.つーかジョバンニお前、\.,"Погоди…\.Д-Джованни, какого хрена",话、\.话说乔班尼、\.,"그, \.그건 그렇고 조반니 너,\.",
,その足どうし……,случилось с твоей ногой?,你的腿怎么……,그 다리는 대체……,
hi0335,スタイラス様は現在、,Мистер Стайлус в настоящее время,为了斯泰拉斯同学能更好地适应社会，,스트라토스 님은 지금,
,社会適合のための,"проходит специальное перевоспитание,",我们正在让他接受特殊的共生教育。,사회 적합자가 되기 위한,
,共生プログラムを受けています。,чтобы помочь ему стать подходящим,,공생 프로그램을 받는 중입니다.,
, ,и продуктивным членом общества. , , ,
hi0336,オブライエン様、彼がより社会にとって,"Мы просим вас содействовать, чтобы он мог",奥布赖恩同学，请配合我们的工作。,"오브라이언 님, 스트라토스 님이",
,最適な人間となるために、,стать лучшим человеком ради,这是为了让他成为更加符合社会,사회에 적합한 사람이 될 수 있도록,
,どうかご協力をお願いします。,высшего блага всего человечества.,需求的人类。,부디 협조를 부탁드립니다.,
hi0337,…\.…\.…\.…\.…\.…,.\..\..\.,…\.…\.…\.…\.…\.…,…\.…\.…\.…\.…\.…,
hi0338,共生……\|プログラム？,Перевоспитание…?,共生……\|教育？,공생…… \|프로그램?,
hi0339,…\.…\.…は\.…\.…\.…,.\..\..Ха.,…\.…\.…哈\.…\.…\.…,…\.…\.…하\.…\.…\.…,
hi0340,はは\.…\.…\.\.\.,Ха-ха…\.\.\.,哈哈\.…\.…\.\.\.,하하\.…\.…\.\.\.,
hi0340a,\{ははははは！！,\{АХАХАХА!,\{哈哈哈哈哈！！,\{하하하하하!!,
hi0341,そっ……そうか！！,"…Я понял, что происходит!",这……这样啊！！,그…… 그렇구나!!,
hi0341a,ジョバンニお前、\.良かったなあ！\.\.\.,"Рад за тебя, Джованни!\.\.\.",乔班尼，\.恭喜你啊！\.\.\.,"조반니 너, \.정말 잘 됐네!\.\.\.",
,ようやく底辺から脱出できるんだ！,Наконец-то тебя отскребают со дна!,你总算能脱离底层了！,드디어 바닥 인생에서 나갈 수 있어!,
hi0342,は\.…\.…\.？,Что.\..\..\.?,啊\.…\.…\.？,뭐\.…\.…\.？,
,……ザネリ……？,Занелли…?,……札内利……？,자넬…… 리……?,
hi0343,だってお前、\.\.これから「共生プログラム」で,"Ты в Программе Симбиоза, чувак.",你不是，\.\.马上要接受“共生教育”，,"너, \.\.지금부터 카렐렌의 ""공생 프로그램""",
,カレルレンにスコアを上げてもらえるんだろ？\!,Кареллен поднимет твой балл!,让卡列伦给你提升人类评分了吗？\!,으로 스코어를 올리는 거 맞지?\!,
,良かったじゃねぇか！\.\.　これでもう安心だ！,Так что тебе не о чем беспокоиться!,多好啊！\.\.这样你以后就高枕无忧了！,정말 잘 됐네! \.\.이제야 마음이 놓여!,
hi0345,へ\.…\.…,А…\.\.?,哦\.…\.…,뭐\.…\.…,
hi0346,…\.…\.だ、\.\.大丈夫だよ！\.,.\..\..\.Н-Не пугайся так!,…\.…\.不、\.\.不会有问题的啦！\.,"…\.…\.괘, \.\.괜찮을 거야!\.",
,カレルレンがそう言ってるんだから！,Кареллен бы нам не солгала!,毕竟卡列伦说了要帮你嘛！,카렐렌도 그렇게 말했으니까!,
hi0347,これで俺たち、\.\.\.,Теперь…\.\.\.мы наконец-то сможем,这样一来，\.\.\.,우리…\.\.\.,
,ようやくまともに友達になれるんだ。\!,быть настоящими друзьями!\!,咱们俩终于能好好做朋友了。\!,이제야 진정한 친구가 되겠네.\!,
,……\.そうだ。\.\.,…Разве ты не понимаешь?,……\.没错，就是这样。\.\.,……\.그럴 거야.\.\.,
hi0348,ひっ……！,"О, боже!",噫……！,히익……!,
hi0349,く、くそっ！,Пиздец!,可、可恶！,"비, 빌어먹을!",
,離せ！　助けて！！,О-Отпусти меня! Прекрати!,放开我！救命啊！！,이거 놔! 도와 줘!!,
hi0350,ザネリ！　ザネリ、,"Занелли, пожалуйста!",札内利！札内利、,"자넬리! 자넬리,",
,お願い、助けて！！,"Умоляю тебя, ПОМОГИ МНЕ!",求求你，救救我！！,"부탁이야, 도와 줘!!",
hi0351,頑張れよ！,"Придётся постараться получше, приятель!",加油啊！,열심히 하라고!,
ho0351-2,嫌だ！！,Нет!!!,我不要！！,싫어!!,
,嫌だ、死にたくないっ！！\|\|\^,Я не хочу умирать!,放开我！我不想死！！！,"싫어, 죽고 싶지 않아…!!",
hi0352,……, … ,……,……,
hi0353,……しつけのなってない,Бунтовать против своих хозяев-людей?,……这些人造的破烂，,……기본 예절이라고는,
,人工物だなぁ……,Фу. Такой грубый робот.,真是一点规矩都不懂……,없는 인공물이네……,
hi0354,人間様に逆らうなって。,Тебе ли не знать.,别忤逆你们的造物主啊。,감히 인간을 거역하다니.,
hi0355,……！？,…?!,……？！,……?!,
,\C[1]（――跳んだ！？）,\C[1](Как он так прыгнул?!),\C[1]（――跳起来了？！）,\C[1](……뛰어넘었잖아?!),
hi0356,\C[1]（なんだ！？　急に寒――）,"\C[1](Нгх, стало холодновато—)",\C[1]（怎么回事？！忽然好冷――）,\C[1](뭐지?! 갑자기 한기가……),
hi0367,……, … ,……,……,
hi0368,なぁ、\.おまえ、\.だめじゃないか。\.\.\.,"Ц-ц-ц, эта непослушная штучка забыла",喂，\.我说你，\.这样可不行哦。\.\.\.,"이봐, \.너, \.그러면 안 되지.\.\.\.",
,おまえは道具なんだから。,своё место. Помнишь первое,你是人类制造的工具。,너는 도구일 뿐이라고.,
, ,"правило, дружок?", , ,
hi0369,人間を傷つけるんじゃなく、\.\.,"Ты не должен причинять вред нам, людям,",你们不能伤害人类，\.\.,"인간에게 고통을 주지 말고,\.\.",
,ちゃんと人間の役に立たなきゃさぁ……,ты должен нам помогать.,而应该听人的话，帮助人类……,제대로 인간을 도와야지……,
hi0370,ゴール！\.　っと。,"Удар, попадание!",嘿！\.球进啦！,골!\…….이네.,
hi0371,…\.…\.…\.…,.\..\..\.,…\.…\.…\.…,…\.…\.…\.…,
hi0372,………, … ,………,……,
hi0373,おい、大丈夫か！？,"Ого, ты в порядке?",喂，你没事吧？！,"이봐, 괜찮아?!",
hi0373_sa,大丈夫か？,Ты в порядке?,你还好吗？,괜찮아?,
hi0374,危ないところだったな！,Это было близко!,刚刚真是太惊险了！,하마터면 큰일날 뻔했네!,
,おれが来たからには、,"Но теперь, когда я здесь,",但现在我来了，,"내가 왔으니,",
,もう安全だよ。,ты в безопасности. Я с тобой.,包准保你平安啦。,이제 안전해.,
hi0374_sa,危ないところだったな！,Это было близко!,刚刚真是太惊险了！,하마터면 큰일날 뻔했네!,
,もう安全だよ。,Я с тобой.,包准保你平安啦。,이제 안전해.,
hi0375,あれ……,За…нелли?,那个……,저기……,
hi0376,ああ！　そいつのことなら心配すんな。,"А, не беспокойся о нём.",哦！他的话你不用担心。,아! 저 녀석은 걱정하지 마.,
,撃ったのはショック弾なんだ。,"Я всего лишь оглушил его шокером,",我给他的那发是冲击弹。,충격탄을 쐈을 뿐이니까.,
, ,вот и всё., , ,
,,,,,
hi0376_sa,ああ！　そいつのことなら心配すんな。,"А, не беспокойся о нём.",哦！他的话你不用担心。,아! 저 녀석은 걱정하지 마.,
,撃ったのはショック弾だ。,"Я всего лишь оглушил его шокером,",我打的是冲击弹，,충격탄을 쐈거든.,
, ,вот и всё., , ,
,怪我はしてないはずさ。,"",只是把他放倒了，应该没受伤。,다치진 않았을 거야.,
hi0377,おれは、,"Он сбит с ног, но не вырубился.",毕竟，,나는 가능한,
,,Хех. Мой принцип -,,,
, ,"""не причинять вреда другим людям"".", , ,
,人間はなるべく傷つけない主義だからな。,"…Ну, по крайней мере, по возможности.",尽可能不伤害人类是我的信条。,인간을 해치지 않는 주의니까.,
hi0378,……？,Л…адно?,……？,……?,
hi0379,うんうん。おまえも、,"Похоже, твоей ноге здорово досталось.",嗯。你也是，,"보아하니, 너도 크게",
,怪我は深くなさそうだな。,"Но рана не такая уж глубокая, так что...",伤口看来不算深，,다치진 않은 모양이네.,
,よかったよかった！,"Не волнуйся, будешь жить. Везёт тебе!",那就好那就好！,정말 다행이다!,
hi0379a,この痛み止めを使うといいよ。,"Вот, обезболивающие, если понадобятся.",拿去用吧，这是止痛药。,이 진통제를 먹으면 괜찮을 거야.,
hi0380,！,Ох!,！,……!,
,あ、ありがとう……,Эм… Спасибо.,谢、谢了……,"고, 고마워……",
hi0381,さーて。,"Ну-ну. Посмотри на нас. Незаконное",好啦～,어디 보자.,
,侵入禁止通路で発砲沙汰なんて、,проникновение и стрельба?\! Мы поставим новый,在禁止进入的通道里开枪闹事，,"침입 금지 구역에서 총을 갈겼으니,",
,今度こそ減点記録更新かな！？,рекорд по количеству снятых баллов!,这次总该刷新我的扣分纪录了吧？！,이번 일로 감점 기록이 경신되려나?!\!,
hi0381a,おまえ、どう思う？,"Мы те ещё гнилые яблочки, да?",你觉得呢？,넌 어떻게 생각해?,
,ハハハハハ！,Ха-ха-ха-ха!,哈哈哈哈哈！,하하하하하!,
hi0382,っと、うわぁっ！！,Ого-го!,呃，哇！！,"으앗, 잠깐만!!",
hi0383,おまえらさぁ、\.,"Да ладно тебе.\. Если хотел ещё,",你们这帮家伙，\.,너희 말이야……\.,
,まだ動けるならそう言えよ！,почему сразу так не сказал?,既然还能动就说一声啊！,움직일 수 있으면 그렇다고 했어야지!,
hi0384,一度倒してもおれと遊んでくれるなんて、,"Не хотелось бы тебя разочаровывать,",都被我打趴下了，居然还肯陪我玩，,한 번 쓰러뜨렸는데 나와 또 놀아주다니.,
,さすが働き者じゃないか！,если ты всё ещё хочешь потанцевать.,果然很勤奋嘛！,유능한 일꾼은 역시 다르다니까!,
hi0384_sa,一度倒してもおれと遊んでくれるなんて、,"Не хотелось бы тебя разочаровывать,",都被我打趴下了，居然还肯陪我玩，,한 번 쓰러뜨렸는데 나와 또 놀아주다니.,
,働き者じゃないか！,если ты всё ещё хочешь потанцевать.,果然很敬业嘛！,유능한 일꾼은 역시 다르다니까!,
hi0385,うれしいよ、すぐに壊れる,"К тому же, кто захочет играть с тем,",我当然高兴啦，毕竟玩具坏得太快，,이거 기쁜걸. 금방 망가지는,
,おもちゃなんてつまらないからな！,что сразу сломается?,就不好玩了啊！,장난감은 시시하거든!,
hi0386,けど、そろそろ攻撃はやめてくれないか？,Но игрушки должны учиться играть честно.,不过，能不能请你别再攻击我了？,하지만 슬슬 공격을 멈추지 그래?,
,おまえのレーザービーム、けっこう,Этот твой здоровенный опасный лазерный,你那个激光，威力还挺大，,"네가 쏘는 레이저 빔 말인데,",
,ちゃんと威力あって危ないしさあ。,луч кому-нибудь глаз выжжет.,挨一下多危险哪。,제법 위력적이고 위험한 물건이거든.,
hi0386_sa,けど、そろそろ攻撃はやめてくれないか？,Но игрушки должны учиться играть честно.,不过，能不能请你别再攻击我了？,하지만 슬슬 공격을 멈추지 그래?,
,おまえのレーザービーム、,Этот твой здоровенный опасный лазерный,你那个激光，威力那么大，,"네가 쏘는 레이저 빔 말인데,",
,ちゃんと威力あって危ないしさあ。,луч кому-нибудь глаз выжжет.,挨一下多危险哪。,제법 위력적이고 위험한 물건이거든.,
hi0387,わぁあ！,А-ах!,哇！！,으악!!,
hi0388,おっと……,Чуть не попало.,哦哟……,이런……,
hi0389,おい、おれの言葉聞いてたか？,Алло-о-о? У тебя микрофон сломан?,喂，我刚才说的你没听到吗？,"이봐, 내 말 듣기는 해?",
,聴覚機能バグってる？,"Ты не слышал, что я только что сказал?",拾音器出故障了？,감각 기능이 망가지기라도 했어?,
hi0389_sa,おれの言葉聞いてたか？,Алло-о-о? У тебя микрофон сломан?,我刚才说的你没听到吗？,"이봐, 내 말 듣기는 해?",
,聴覚機能バグってる？,"Ты не слышал, что я только что сказал?",拾音器出故障了？,감각 기능이 망가지기라도 했어?,
hi0390,……強情なやつだ。\.\.,"Блин, эта штука не знает, когда",……这家伙死不悔改啊。\.\.,……고집 한 번 센 녀석일세.\.\.,
,おれの人間スコア知らないのか？,"сдаваться. Ты же знаешь мой",你不知道我人类评分多少吗？,내 인간 스코어는 잘 알 텐데?,
,それとも例外処理が入ってる？,"человеческий балл?",莫非我被当成了例外？,아니면 난 예외 처리 대상이야?,
, ,Или здесь это не имеет значения?, , ,
hi0391,なるほど、後者か。,"Второе? Понял.",懂了，是后者。,"과연, 아무래도 후자였나 보네.",
,どうしようもないな。,"Тогда придётся сделать то, что должен.",真受不了耶。,한심하기는.,
hi0392,やれやれ、これだから二進法野郎は。,Эти двоичные ублюдки - настоящая заноза.,唉，所以说你们这些二进制的蠢蛋。,"이거야 원, 이진법 놈들은 이렇다니까.",
,頭も動きも硬いんだよなぁ、,"Только лают, но не кусают.",动作也跟大脑一样僵化，,머리 회전도 움직임도 느려 터졌지.,
,タンパク質とらないから……,"Им понадобится серьёзное обновление,",不吃蛋白质就是这种后果……,단백질을 섭취하지 않으니……,
, ,чтобы со мной справиться., , ,
hi0392_sa,これだから二進法野郎は。,Эти двоичные ублюдки - настоящая заноза.,所以说你们这些二进制的蠢蛋。,"이거야 원, 이진법 놈들은 늘 이렇다니까.",
,頭も動きも硬いんだよなぁ、,"Только лают, но не кусают.",动作也跟大脑一样僵化，,머리 회전도 움직임도 느려 터졌지.,
,タンパク質とらないから……,"Им понадобится серьёзное обновление,",不吃蛋白质就是这种后果……,단백질을 섭취하지 않으니 말이야……,
, ,чтобы со мной справиться., , ,
hi0393,こうなったら、\.\.次は……,"Полагаю, остаётся только одно.",既然如此，\.\.接下来……,"이렇게 되면, \.\.다음은……",
hi0394,…\.…\.追いかけっこだ！,…\.Время для небольшой игры в догонялки!,…\.…\.就玩鬼抓人吧！,…\.…\.술래잡기다!,
hi0395,……は？,…Прошу прощения?,……啊？,……뭐?,
hi0396,さあ、,"Давай, быстрее!",来嘛，,"자,",
,寮のエントランスを目指そう！,Двинули к выходу!,我们往宿舍的门厅跑！,기숙사 입구로 가자!,
mi0008,わ！　……びっくりした……,"Ого! Блин, ты меня напугал...",哇！……吓死我了……,으악……! 깜짝 놀랐네……,
,なんでこいつがここに？,Что ты здесь делаешь?,它怎么会跑来这里？,어째서 저게 여기에……?,
hi0527,"マウス選択／→↓↑←,WASD ：　移動",Движение: ЛКМ или →↓↑←/WASD,"鼠标点选／→↓↑←,WASD  　　：　移动",마우스 조작/→↓↑←/WASD: 이동,
,"左クリック／Enter,Space,Z ：　決定、調べる",Подтвердить/Взаимодействовать: ЛКМ или Enter/Пробел/Z,"鼠标左键／Enter,Space,Z 　　 ：　确定、调查","마우스 왼쪽 버튼/Enter/Space/Z: 결정, 조사",
hi0528,\T[3]次の授業は宙理学です。教室…,\T[3]Следующий урок: Астрография…,\T[3]下一节课是宙理学。前往教…,\T[3]다음 수업은 우주…,
hi0529,\T[2]通行権限がありません。人間スコア-1,\T[2]Нет разрешения на проход. Человеческий балл -1.,\T[2]您没有权限通行。人类评分-1,\T[2]갈 수 없습니다. 인간 스코어 -1,
hi0530,\T[2]寄り道は厳禁です。人間スコア-1,\T[2]Запретная зона. Человеческий балл -1.,\T[2]严禁前往非目标地点。人类评分-1,\T[2]경로 이탈 발생. 인간 스코어 -1,
hi0531,\T[3]授業開始まであと１分です。…,\T[3]Урок начнется через одну…,\T[3]您的课程将在1分钟后开始…,\T[3]1분 뒤에 수업을…,
hi0532,\T[2]教室には余裕をもって到着しましょう。人間スコア-1,\T[2]Несвоевременное прибытие. Человеческий балл -1.,\T[2]前往教室时请提早准备，切勿匆忙。人类评分-1,\T[2]수업 전에 도착하십시오. 인간 스코어 -1,
hi0533,「授業開始時刻です。,"""Урок сейчас начнется. Пожалуйста, пройдите",“您的课程已经开始。,"""곧 수업을 시작합니다.",
,　目の前の扉へお進みください。」,"через дверь впереди.""",请进入前方的门”,"정면 문으로 이동하십시오.""",。追加　翻訳出し直し必要なし
hi0534,ハッキングアイコンクリック／E　：　ハッキング・エリア解析,Сканирование для взлома: Выберите,点击骇解图标／E　　　　　　　：　骇入区域分析,해킹 아이콘 클릭/E: 해킹 지역 분석,
, ,иконку взлома или нажмите E, , ,
hi0535,ロックを解除,Отпереть дверь,开锁,잠금 장치를 해제한다,
hi0536,\T[2]遅刻です。人間スコア -5,\T[2]Штраф за опоздание. Человеческий балл -5.,\T[2]您迟到了。人类评分-5,\T[2]늦었습니다. 인간 스코어 -5,
hi0537,\T[3]食堂が利用可能です。毎日の…,\T[3]Доступ в столовую предоста…,\T[3]您可以前往食堂了。完成每…,\T[3]식당을 이용할 수…,
hi0538,食堂が利用可能です。,Доступ в столовую предоставлен.,您可以前往食堂了。,식당을 이용할 수 있습니다.,
,毎日の食事で人間スコア,Обеспечение надлежащего ежедневного,完成每日用餐，,매일 식사를 하면,
,が上昇します。,питания повысит ваш человеческий балл.,将提升您的人类评分。,인간 스코어가 오릅니다.,
,お早めにご利用ください。,"Пожалуйста, питайте своё тело",请尽早前往。,서둘러 이용해 주십시오.,
, , соответствующим образом., , ,
hi0539,カレルレニア共生体・星図,Звёздная Карта Карелленского Симбиота,卡列伦尼亚共生体 星图,카렐레니아 공생체 성계 지도,
hi0540,人間スコア：\C[18]\V[3]\C[0],Человеческий Балл: \C[18]\V[3]\C[0],人类评分：\C[18]\V[3]\C[0],인간 스코어: \C[18]\V[3]\C[0],
,また、イエハトブ様のご子息であるため,"Как сыну Ихатова Стайлуса, доступ к",此外，由于您是伊哈托夫先生之子，,또한 예하토브 님의 자녀 분인 관계로,
,特別な制限が適用されています。,некоторым функциям ограничен.,还将受到特殊的限制。,특별 제한이 적용되어 있습니다.,
hi0541,通行許可のため、,"Пожалуйста, укажите цель вашего визита,",您提交的外出申请需经过审批，,통행 허가 여부 확인을 위해,
,あなたの目的をお伺いします。,"и мы оценим, уместно ли предоставление",请提供您此行的目的地。,목적을 확인하겠습니다.,
,どちらへ向かわれますか？,"разрешения. Пожалуйста, укажите желаемый",您要去哪里？,어디로 가십니까?,
, ,пункт назначения., , ,
hi0542,\T[3]食堂はこちらの通路です。…,"\T[3]Сообщ - Кареллен: ""Столовая дальше по...""",\T[3]如需使用食堂，请沿如下…,\T[3]식당은 이쪽 통로...,
hi0544,\T[3]そちらは食堂ではありま…,"\T[3]Сообщ - Кареллен: ""Это не путь…""",\T[3]那边不是食堂。…,\T[3]여기는 식당이…,
hi0546,\T[3]足元の階段にお気をつけ…,"\T[3]Пожалуйста, смотрите под ноги…",\T[3]请注意脚下阶梯。…,\T[3]계단을 내려갈 때는…,
hi0548,\T[2]課題用の設備を破壊してはいけません。人間スコア-3,\T[2]Порча имущества. Человеческий балл -3.,\T[2]禁止破坏课业设施。人类评分-3,"\T[2]""설비 파괴 확인. 인간 스코어 -3""",
hi0549,\T[2]階段は慎重に降りましょう。人間スコア-1,\T[2]Неосторожность на лестнице. Человеческий балл -1.,\T[2]上下楼梯时需注意自身安全。人类评分-1,"\T[2]""넘어짐 확인. 인간 스코어 -1""",
hi0550,\T[3]学食の終了まであと20分…,"\T[3]Сообщ - Кареллен: ""Подача ужина начнется…""",\T[3]学生食堂将于20分钟后…,\T[3]20분 뒤에 급식을…,
hi0551,配膳を頼む,Заказать еду,申请配餐,급식을 부탁한다,
hi0552,"PCアイコン／右クリック／Esc,X　：　PCを開く",Открыть ПК: ПКМ/выберите иконку ПК или Esc/X,"点击电脑图标／鼠标右键／Esc,X：　打开电脑",PC 아이콘/마우스 오른쪽 버튼/Esc/X: PC 닫기,
hi0553,消毒用エタノールを渡す,Передать этаноловый дезинфицирующий спрей,交出乙醇消毒液,소독용 에탄올을 건넨다,
hi0554,カレルレン　メッセージ,Сообщ - Кареллен,来自卡列伦的消息,카렐렌의 메시지,
data001,エーミールの歌,Песня Эмиля,埃米尔的歌,에밀의 노래,
data002,学園監視カメラ1,Школьная Камера Безопасности 1,学园监控摄像头1,학교 감시 카메라 1,
data003,学園監視カメラ2,Школьная Камера Безопасности 2,学园监控摄像头2,학교 감시 카메라 2,
data004,学園監視カメラ3,Школьная Камера Безопасности 3,学园监控摄像头3,학교 감시 카메라 3,
data005,学園監視カメラ4,Школьная Камера Безопасности 4,学园监控摄像头4,학교 감시 카메라 4,
data006,学園監視カメラ5,Школьная Камера Безопасности 5,学园监控摄像头5,학교 감시 카메라 5,
data007,浮気現場,Тайное Место Встречи,劈腿现场,불륜 현장,
data008,ロボット工学三原則,Три Закона Робототехники,机器人三定律,로봇 공학 3원칙,
data009,体調データ：空腹,Состояние: Голоден,健康状态：饥饿,상태 데이터: 공복,
data010,高等男子寮・食堂絵画,Фото: Мужское Общежитие и Столовая,高年级男生宿舍・食堂装饰画,남자 고등 기숙사 식당 그림,
data011,食堂夕食A・成分表示,План Питания А: Пищевая Ценность,食堂晚餐A・成分表,식당 석식 A 성분 표시,
data012,イグニウム式エネルギーについて,Об Энергии на Игниуме,关于伊格尼姆能源,이그늄 방식 에너지란,
data013,「人間スコア2000以上」,Человеческий Балл: 2000 и выше,“需人类评分2000以上”,"인간 스코어 2,000 이상",
data014,「人間スコア1000以上」,Человеческий Балл: 1000 и выше,“需人类评分1000以上”,"인간 스코어 1,000 이상",
data015,「人間スコア500以上」,Человеческий Балл: 500 и выше,“需人类评分500以上”,인간 스코어 500 이상,
data016,「人間スコア制限なし」,Нет требований к баллу.,“人类评分不限”,인간 스코어 제한 없음,
hi0555,「本日のスケジュール,Расписание на Сегодня,本日行程,오늘 일정,
,　ジョバンニ・スタイラス様の場合…」,Студент: Джованни Стайлус...,姓名：乔班尼·斯泰拉斯…,조반니 스타일러스 님은……,
hi0556,「最新ニュース：,Срочные Новости:,“最新消息：,"""최신 뉴스:",
,　砂漠惑星ストスの1984居住区で発生した,"Сегодня исполняется шесть лет с момента обвала,",自沙漠行星沙拓斯1984居住区发生,사막 행성 스토스 1984 거주구에서 발생한,
,　未曾有の崩落事故から、本日で６周期が経過…」,который разрушил Район 1984 Граккиса...,重大坍塌事故以来，本日已满6周期……”,"미증유의 가스 폭발 재해, 오늘로 6주년…""",
hi0557,……そうか、今日で……,"Шесть лет назад, в этот самый день…",……六年前，就是今天……,"……그렇구나, 오늘이……",
hi0558,…\.…\.,…\.…\.,…\.…\.,…\.…\.,
hi0559,\C[1]（事は済んだし、,\C[1](Теперь мне нужно быстро на урок!),\C[1]（问题解决了，赶快进教室吧）,\C[1](문이 열렸으니 서두르자.),
,　さっさと教室へ入ろう）,,,,
