翻訳ID,日本語,英語,中国語（簡体字）,韓国語,備考
,成功……か？,...Сработало?,成功……了？,성공했나......?,
ho813-a,どこまでも続いているようだ。,Это просто продолжается бесконечно...,望不到头，似乎没有边际。,끝없이 이어진 것처럼 보인다.,
ho813-b,泳いでいく,Плыть,游过去,헤엄친다,
ho813-c,やめておく,Избегать,算了,그만둔다,
ho813-2,「規制」,Порядок.,“限制”,규제,
ho813-3,「安全」,Безопасность.,“安全”,안전,
ho813-4,「原則」,Принципы.,“原则”,원칙,
ho813-5,「統制」,Контроль.,“管制”,통제,
ho813-6,「快適」,Комфорт.,“舒适”,쾌적,
ho813-7,「安全」,Закон.,“安全”,안전,
ho813-8,「確実」,Уверенность.,“切实”,확실,
ho813-9,「幸福」,Процветание.,“幸福”,행복,
ho813-10,「人間のために」,Для человечества.,“为了人类”,인간을 위해,
ho813-11,「わたしたちのために」,Для тебя и меня.,“为了我们”,우리를 위해,
ho813-12,「みんなのために」,Для всех.,“为了大家”,모두를 위해,
ho813-13,「？」,?,“？”,?,
ho813-14,危険。,Опасность.,危险。,위험.,
ho813-15,警戒。,Осторожность.,戒备。,경계.,
ho813-16,恐怖。,Страх.,恐惧。,공포.,
ho813-17,未知。,Неизвестность.,未知。,미지.,
ho813-18,不安。,Тревога.,不安。,불안.,
ho813-19,絶望。,Отчаяние.,绝望。,절망.,
ho813-20,捕まえる,Остановить их,抓住,잡는다,
ho813-21,"不安。不安。不安。不安。不安。不安。
不安。不安。不安。不安。不安。不安。
不安。不安。不安。不安。不安。不安。","Тревога. Тревога. Тревога. Тревога.
Тревога. Тревога. Тревога. Тревога.
Тревога. Тревога. Тревога. Тревога.","不安。不安。不安。不安。不安。不安。
不安。不安。不安。不安。不安。不安。
不安。不安。不安。不安。不安。不安。","불안. 불안. 불안. 불안. 불안. 불안.
불안. 불안. 불안. 불안. 불안. 불안.
불안. 불안. 불안. 불안. 불안. 불안.",
ho813-22,"これ……ひょっとして
父さん？",Погоди... Это папа?,"这……该不会是……
爸爸？",이건... 아빠?,
ho813-23,君は……,Ты...,你是……,너는……,
ho814,\{神……！？,\{Ваше Сиятельство...!,\{神……？！,\{신이......?!,
ho814notice,\T[3]プリマ・ゼウス銀河学園船…,\T[3]Прима Зевс Галактик...,\T[3]已向至上星主银河学园舰编…,\T[3]프리마 제우스 은하학교선...,
ho815,プリマ・ゼウス銀河学園船の,Командный терминал Галактической Академии Прима Зевс,已向至上星主银河学园舰,프리마 제우스 은하학교선,
,基地局δ-65を一時的に,δ-65 (дельта-65) временно,编号δ-65基站发出暂停,δ-65 기지국 기동을,
,シャットダウンしました。,деактивирован.,运行指令。,잠시 중단합니다.,
,復旧時刻は現在未定です。,Повторная активация не запланирована.,恢复时间未定。,복구 시간은 현재 미정입니다.,
ho815a,復旧まで、,"До завершения повторной активации системы,",请注意：,복구가 완료될 때까지,
,基地局周辺の区域は,вся связь с Карелленом в,在该基站恢复运作前，,기지국 주변 구역에서,
,カレルレンへの,непосредственной близости от указанного командного терминала,基站周边区域将无法,카렐렌에게 메시지를,
,メッセージ送信が,будет недоступна.,向卡列伦发送任何消息。,보내는 기능을 사용할 수,
,不可能になります。,Мы высоко ценим ваше терпение и понимание,,없습니다.,
,ご了承ください。,в данном вопросе.,,양해해 주십시오.,
ho816,神、なぜ……,Боже мой... Ваше Сиятельство...,神，为何……,"신이여, 어째서......",
,……俺……わ、私、を……,П-Пожалуйста... Говорите... со мной...,……将我、我……属下……,"내게...... 제, 제게......",
ho817,……返答、を……,Почему... я не могу... вас слышать...,……请……回答……,대답...... 을......,
ho817-2,\C[1]（カレルレンが……壊れた？,\C[1](Какого чёрта...?,\C[1]（卡列伦……故障了？,\C[1](카렐렌이…… 부서졌잖아?,
,一体何が……）,Кареллен совсем с катушек слетел...),到底什么情况……）,이게 대체……),
ho817-3,\C[1]（ともかく、今のうちだ。,\C[1](Ладно... Нельзя терять ни минуты!,\C[1]（不管了，趁现在。,\C[1](아무튼 기회는 지금 뿐이야.,
,マスク野郎の気がそれてる間に、,"Я должна осмотреть это место, пока",趁那个戴面具的顾不上我，,저 마스크 녀석의 정신이 다른 데,
,何か調べられるものを探そう）,этот чудик отвлечён!),找找附近有什么能调查的吧）,팔린 동안 조사할 만한 걸 찾아보자),
ho818,\{待て！,\{Нет!!!,\{站住！,\{기다려!,
ho818-2,ジェット噴射,Активировать джеты,打开喷气开关,제트 분사,
ho819,……っ……！？,Хргх...?!,……啊……？！,큭......?!,
,何…………,Чт—,什么…………,이게 무슨......,
ho820,……人間の勝利だな！,Хех... Люди всегда одержат верх!,……这局人类赢啦！,......인간의 승리다!,
,さ、エントランスを探そうか。,А теперь давай найдём тот выход.,走，我们去找门厅吧。,"자, 입구를 찾아볼까.",
ho820a,……,...,……,......,
ho821a,「分校間連絡装置」,Межакадемическая Кротовая Нора,“分校间接触装置”,학교선간 연결 장치,連絡というのは物理的に（ワープみたいな感じで）連絡できる、という意味とわかるようにしてほしいです
ho821b,"「予備パーツ保管庫」
",Склад Запчастей,“备用零件仓库”,예비 부품 보관 창고,
ho823-2,母さん。僕も愛してる。,Мама... Я тоже тебя люблю. Очень сильно.,妈妈。我也爱你。,"나도 사랑해, 엄마.",
ho824,――,...,——,......,
ho825,……,...,……,......,
ho825a,カレルレンからか？,Ещё одно сообщение от Кареллена?,卡列伦发来的？,카렐렌에게서 온 거야?,
,なんて書いてあるんだ？,"Ну, и что там говорится?",写了什么？,뭐라고 쓰여 있어?,
ho825b,……これ、……,...Ох.,……这……,이건……,
ho825c,……,...,……,……,
ka100,\T[2]要請に基づき、お母様の…,\T[2]Согласно приказам Симбиота...,\T[2]为配合相关方面要求，您母…,"\T[2]요청에 따라, 어머님의…",
ka101,\T[2]カレルレンから連絡を受けたよ…,"\T[2]Я слышал, что случилось...",\T[2]卡列伦联系我了。乔班尼…,\T[2]카렐렌에게 연락을 받았다…,
ka102,\T[3]これは最終通告です…,\T[3]Это уведомление окончательное...,\T[3]最后通牒。…,\T[3]이것은 최종 통보입니다…,
ka103,\T[3]ジョバンニ・スタイラスの…,"\T[3]Джованни Стилус, ваш...",\T[3]已注销乔班尼·斯泰拉斯的…,\T[3]조반니 스타일러스의…,
ho825e,……まずいな。,"...М-да, нехорошо.",……糟糕。,......야단났네.,
,そろそろ銀河鉄道の発車時刻だ。,Поезд скоро уходит.,银河铁道很快就要发车了。,슬슬 은하열차가 출발할 시간이야.,
,急ごう。ジョバンニ。,"Джованни, нам нужно торопиться.",抓紧吧，乔班尼。,"조반니, 서두르자.",
ho825f,おまえのところにも,"Я знаю, ты получаешь сообщения, но что бы",我估计，,지금 너에게도,
,色々メッセージが来てるかもしれないが……,"они ни говорили, НЕ доверяй им.",你那边也收到了不少消息……,많은 메시지가 와 있겠지만……,
,信用するなよ。今は逃げるのが先だ。,Наш главный приоритет – выбраться отсюда.,一条都别信啊。眼下最重要的是逃命。,믿지 마. 지금은 도망치는 게 우선이야.,
ho825g,……,...,……,……,
ho825-8,捨てる,,,,
ho825-9,本当に捨てる,,,,
ho825-10,今度こそ捨てる,,,,
ho825-11,真剣に捨てる,,,,
ho825-12,ごめん、母さん,,,,
ho825-13,……扉の端にR-codeを見つけた。,На краю двери R-код.,……在门的角落里找到了R-code。,문 끝부분에서 R-codes를 찾았다.,
ho825-2,乗り込む,Сесть,进去,올라탄다,
ho825-3,やめておく,Остаться здесь,算了,그만둔다,
ho825-4,本当に乗り込む,На этот раз сесть по-настоящему,确定进去,이제 올라탄다,
ho825-5,今度こそ乗り込む,Заставить себя сесть,这次真的进去,정말로 올라탄다,
ho825-6,真剣に乗り込む,Сделать глубокий вдох и сесть,下定决心进去,결심하고 올라탄다,
ho825-7,さよなら、母さん,"Прощай, мама.",别了……妈妈。,"안녕, 엄마.",
ho826,…………,...,…………,............,
ho827,……,...,……,......,
ho828,銀河鉄道駅へ到着しました。,Прибываем на Станцию Галактической Железной Дороги.,已到达银河铁道车站。,은하철도역에 도착하였습니다.,
ho829,駅……,Станция...,车站……,여기가 역이구나......,
ho830,行こうぜ。,Ну что ж. Пошли.,走吧。,가자.,
ho831,大丈夫か？,"Ты как, в порядке?",你可以吗？,괜찮겠어?,
ho832,……\.\.うん。もう大丈夫。,...\.\ Да. Теперь я в порядке.,……\.\.嗯。我没问题了。,......\.\.응. 이제 괜찮아.,
ho833,出発まで時間がないんだろ？,"Давай. Поезд скоро уходит, так?",很快就要开车了不是吗？,출발 시간까지 얼마 안 남았지?,
,急ごう。,У нас нет времени тут стоять.,抓紧吧。,서두르자.,
ho834,すごいだろ？,Разве это место не потрясающее?,厉害吧？,엄청나지?,
,誰にも知られてないくせに、,"Никто не знает об этом месте, но",明明这么多年，谁都不知道它的存在，,아무도 존재를 모르는 주제에,
,まだ現役なんだぜ。,поезда всё равно ходят по расписанию.,却还在运行呢。,지금도 움직이고 있다니 말이야.,
ho835,銀河鉄道……,"Галактическая Железная Дорога... С ума сойти, что",银河铁道……,은하철도......,
,学園にこんな場所があったんだ。,это место действительно на территории кампуса.,学校里还有这样的地方啊。,교내에 이런 곳이 있었구나.,
ho836,今は「カレルレン」の,Верно. В наши дни старина Кареллен,现在所有人，,"지금은 누구나 ""카렐렌""이",
,管理する移動手段しか,контролирует все транспортные средства.,都只能乘坐卡列伦管理的交通设施。,관리하는 이동 수단 외에는,
,使われなくなっちゃったもんな。,"Неудивительно, что здесь город-призрак.",你不知道也难怪。,다른 걸 안 쓰지.,
ho837,でもな、この鉄道は、,"Но эта железная дорога существует с тех пор,",但是啊，这条铁路，,하지만 이 은하철도는,
,R・カレルレンが生まれる,"задолго до того, как был изобретён Р. Кареллен.",可是在R·卡列伦诞生的很久以前，,R-카렐렌이 태어나기,
,ずっと前に作られたものなんだ。,Она была построена в другую эпоху. Дико.,就已经存在了哦。,훨씬 전부터 만들어진 거야.,
ho838,紀元前……！？　ってことは、この船は……,"До Кареллена?! Хочешь сказать, эта",纪元前……？！那也就是说……,"기원전이라고…?! 그럼, 이 열차는…",
,1200年以上、ずっと動いてたのか？,железная дорога работает уже 1200 лет?,这东西至少已经运作1200年了？,1200년 넘게 계속 작동했다 그거야?,
,なんのために？,Кто её построил? И зачем?,为什么？用来做什么啊？,무슨 목적으로?,
ho839,さあな。しかも面白いことに……,"Без понятия... Но знаешь, что самое классное?",谁知道呢？更有意思的是……,글쎄다. 그리고 재미있게도......,
,この船の存在を、カレルレンは＂知らない＂んだ。,"Кареллен понятия не имеет, что это место существует.",卡列伦啊，竟然“不知道”这东西的存在。,"카렐렌은 이 녀석의 존재를 ""몰라"".",
,不思議だよな？,Как будто прямиком из сказки...,很不可思议吧？,신기하지?,
ho840,どうした？,"Эй, ну же. Не выгляди такой обеспокоенной.",怎么了？,뭐 하고 있어?,
,早く鉄道を調べてみようぜ。,"Расслабься, давай немного всё тут исследуем!",快好好看看列车啊。,빨리 철도를 조사해 보자고.,
ho841,この扉はロックされています。,Дверь заперта.,此门上锁。,문이 잠겼습니다.,
ho842,……ロックされてるか。,Хм. Наглухо заперто...,……锁着么？,......잠겨 있네.,
,まあ、当然だな。,"Полагаю, это было бы слишком просто.",不过也很正常。,"뭐, 그렇겠지.",
ho842-2,R-codeは……これか？,"Это, должно быть, R-код...",R-code……是这个么？,R-codes…… 이거 아냐?,
,『make everyone happy』,Это «сделать всех счастливыми»...,make everyone happy,make everyone happy,
ho843-2,ロック解除,Отпереть,打开门锁,문의 잠금 장치를 해제한다,
ho843,じゃ、ジョバンニ。,"Хорошо, что ты у меня есть, Джованни.",那么，乔班尼。,"그럼, 조반니.",
,よろしく！,Сделай своё дело!,拜托你啦！,잘 부탁한다!,
ho844,どうした？,"Только не говори, что ты струсила.",怎么啦？,뭐 하고 있어?,
,早くハッキングしちゃおうぜ！,"Взломай эту дверь, живо!",赶快用你的本事黑进去啊！,빨리 해킹하자고!,
ho844-2,車両を眺める,Осмотреть поезд,观望车辆,차량을 본다,
ho845,…………,...,…………,............,
ho845-a,よく見ると、看板に,"При дальнейшем осмотре, там R-код",仔细观察可以发现，,"잘 보니, 차량판에",
,コードが書いてある。,на знаке.,看板上写着R-code。,R-codes가 적혀 있다.,
,「make everyone happy」,Это «сделать всех счастливыми»...,“make everyone happy”,"""make everyone happy...""",
ho846,……ダメだ。こいつを動かすには,"Тьфу, моих текущих прав недостаточно.",……不行，想驱动这东西，,......틀렸어. 이걸 움직이려면,
,管理者権限を奪わないと。,Мне нужно будет получить доступ администратора...,必须夺取管理员权限。,관리자 권한을 얻어야 해.,
ho847,R-ticketを使おう。,"Полагаю, воспользуюсь программой R-билета...",用R-ticket吧。,R-ticket을 사용하자.,
ho856,……！,...!,……！,......!,
ho857,……これで開いたはずだ。,...Теперь должно быть отперто.,……应该开了。,......이제 열렸을 거야.,
,鉄道に乗り込もう。,"Пора прокатиться по рельсам, полагаю.",我们上车吧。,철도에 올라타자.,
ho858,やるじゃないか！,"Молодец, Джио! Ты и вправду дочь Ихатова,",很厉害嘛！,제법인데!,
,さすが、スタイラスの息子だな！,не так ли?,不愧是斯泰拉斯的儿子！,과연 스타일러스의 아들다워!,
ho858_sa,やるじゃないか！,"Молодец, Джио! Ты и вправду дочь",很厉害嘛！,제법인데!,
,さすが、あの人の息子だな！,"легенды, а?",不愧是那个人的儿子！,과연 그 사람 아들다워!,
ho859,おまえに依頼して正解だった。\.\.\!,"Я не прогадал, когда нанял тебя!",委托你果然是选对人了。\.\.\!,너에게 의뢰한 게 정답이었네.\.\.\!,
,ロックを外せるやつがいないと,"Если бы у меня не было кого-то, кто помог бы с",要是找不到能开锁的家伙，,잠금 장치를 풀 녀석이 없어서,
,色々めんどうだったんだ。,"замками, это был бы тот ещё геморрой.",各方面都会很麻烦啊。,여러모로 골치아팠거든.,
ho859_sa,おまえに依頼して正解だった。\.\.\!,"Я не прогадал, когда нанял тебя!\.\.\!",委托你果然是选对人了。\.\.\!,너에게 의뢰한 게 정답이었네.\.\.\!,
,ロックを外せるやつが必要だった。,Без тебя с замками был бы геморрой.,计划里必须得有人开锁才行。,잠금 장치를 풀 사람이 필요했거든.,
ho860,……\.\.依頼？\.\.,...\.\.Что ты имеешь в виду под «нанял»?\.\.,……\.\.委托？\.\.,......\.\.의뢰라고?\.\.,
ho861,時間がない。急げ！,Неважно. Нам нужно идти!,没时间了，快走！,"시간 없어, 서둘러!",
ho862,そうだ。行き先は？,"А, точно... Куда мы вообще направляемся?",对了，我们要去哪里？,맞다. 행선지는?,
ho863,行き先は……,"Барабанная дробь, пожалуйста! Наша следующая остановка...",我们要去的是……,행선지는......,
,惑星モーリアン。,Планета Моллиан!,莫莉安星。,모리안 행성이야.,
ho863-2,……\.じゃあな。,"Похоже, нам пора.",……\.拜拜喽。,......\.그럼 나중에 봐.,
ho863-3,また来るよ。,"Не волнуйся,\. мы вернёмся.",我还会再来的。,또 올게.,
ho864,解析完了報告,Анализ: Завершён,分析完成报告,해석 완료 보고,
hi0497,……よく見ると、不自然な窪みのそばに,"При более внимательном осмотре, есть R-код",……仔细一看，,"……자세히 보니, 부자연스럽게",
,R-codeが書いてある。,возле странной расщелины.,那个不自然的凹坑旁边写着R-codes。,뚫린 구멍 옆에 R-codes가 보인다.,
hi0498,落とし穴機能オフ,Люк ВЫКЛ,关闭陷阱功能,함정 장치를 끈다,
hi0499,\C[1]（なんだこの床の機能。,\C[1](Ого! Какого чёрта кто-то встраивает потайную дверь,\C[1]（这地板带的什么鬼功能？,\C[1](이 통로의 기능은 뭐지?,
,　あ、危なかった……）,в свой пол?!),差点掉进去了，好险……）,"크, 큰일날 뻔했어……)",
hi0500,……嫌な予感がするな。,У меня плохое предчувствие насчёт этого…,……总有种不好的预感。,……안 좋은 예감이 드는데.,
hi0501,どうした？,"В чём дело, дружище?",怎么了？,왜 저러지?,
hi0502,あれだけ襲ってきてた掃除Ｒが……,Те ЧИСТ-Ры раньше лезли толпами.,刚刚一直不停攻过来的清洁R……,집요하게 쫓아오던 청소 R이……,
,急に静かになった。,Но сейчас СЛИШКОМ уж тихо.,忽然不动了。,갑자기 조용해졌네.,
hi0503,大浴場を直してるのかもしれないけど、,"Может, они просто заняты уборкой того",当然，可能是忙着修复大浴场的缘故，,대형 목욕탕을 고치는 중일 거야.,
,それにしても……,"небольшого беспорядка, что мы устроили в ванной? Или…",可就算是那样……,하지만 아무리 그래도……,
hi0504,……そういえば、,"…Если подумать,",……这么说来，,"……그러고 보니,",
,向こうにカレルレンの基地局（ルビ：ベースステーション）があるな。,командный терминал Кареллена впереди.,卡列伦的基站就在前面。,저쪽에 카렐렌 기지국(ルビ：베이스 스테이션)이 있었지.,
,用心しよう。,Нам нужно быть готовыми ко всему.,我们当心点吧。,조심하는 게 좋겠어.,
hi0506,カレルレン……,Кареллен…,卡列伦……,카렐렌……,
,\C[1]（やっぱり、許せない）,\C[1](Я тебе ещё отомщу.),\C[1]（我还是不能饶它）,\C[1](역시 용서할 수 없어),
hi0507,\C[1]（……\.\.\.母さん。）,"\C[1](За то, что ты сделал с мамой.\..\..\.)",\C[1]（……\.\.\.妈妈。）,\C[1](……\.\.\.엄마),
hi0508,止まれ。,Стой там.,停下。,멈춰.,
hi0509,……気をつけろ。,"Живее, напарница.",……当心。,……조심해.,
,周りに――,У нас компания.,周围有——,주변에……,
hi0510,……, … ,……,……,
hi0511,まずいな……,Не-а. Это нехорошо…,糟了……,야단났네……,
hi0512,こっちだ！　来い！,Сюда! Быстрее!,这边！跟我来！,이쪽이야! 따라와!,
hi0513,ひっ――！,Гьяаах!,噫——！,히익……!,
hi0514,あいつら、,"Похоже, мы этих ботов-ублюдков",那些家伙，,"저 녀석들,",
,なりふり構わなくなってきたな。\!,"здорово разозлили.\! Им совершенно плевать,",越来越不顾体面了啊。\!,이제 체면 따위는 버린 것 같은데.\!,
,＂おれ＂の怪我は許容、か……,"на то, чтобы навредить мне.",允许让“我”受伤了是吗……,내 부상까지 허용했나……,
hi0515,なあ、おまえ。,"Знаешь, я немного завидую.",喂，我说。,"이봐, 너.",
,ずいぶん気に入られてるみたいじゃないか。,"Когда это ты стала такой популярной, а?",卡列伦相当中意你嘛。,카렐렌이 널 너무 좋아하는 것 같은데.,
,カレルレンにさ。嫉妬しそうだ。,Кареллен к тебе явно неравнодушен.,看得我都要吃醋啦。,샘이 날 정도야.,
hi0516,勘弁してくれ！！,"У них, конечно, странный способ это показывать!",放过我吧！！,그런 소리 마!!,
hi0517,あいつが、ここまで躍起になるなんて。,"Никогда не видел, чтобы они так всполошились.",竟然能让那家伙这么急躁，,저 녀석이 저렇게 필사적일 줄이야.,
,……やっぱり、＂イエハトブ＂は,"Это, должно быть, означает, что легенды об",……“伊哈托夫”，,"……역시 ""예하토브""는 전설이라",
,伝説的な人間なんだな……,Ихатове были правдой…,真的是个传说啊……,불릴 만한 인간이로군……,
hi0518,！,!,！,……!,
,/C[1]（父さん？）,\C[1](Мой папа?),\C[1]（爸爸的名字？）,\C[1](아빠…?),
hi0519,ともかく……,"Но, возвращаясь к насущной задаче…",总之……,어쨌든……,
,よし、こっちだ！,"Похоже, это и есть путь!",好，走这边！,"좋아, 이쪽이야!",
hi0520,いいか、,"Слушай сюда. Держись меня так, будто от этого зависит",听着，,잘 들어.,
,おれから離れるなよっ！,твоя жизнь. Потому что так и есть!,你可千万别离我太远啊！,내 곁에서 떨어지지 마!,
hi0521,ここは、,Вот где происходит волшебство…,这里是卡列伦的基站。,여기는 카렐렌 기지국(ルビ：베이스 스테이션)이야.,
,カレルレンの基地局（ルビ：ベースステーション）。,Командный терминал Кареллена.,,여기가 무너지면 기숙사 전체가,
hi0522,ここが壊されれば、寮内一帯が通信不能になる。,Уничтожение этого места выведет из строя всю,要是基站被破坏了，宿舍的通讯就会瘫痪。,통신 불가 상태가 되지.,
,もちろん、カレルレン本体との通信も遮断される。,"связь с общежитиями, включая связь",当然，也会阻断一切和卡列伦主机的通讯。,물론 카렐렌 본체와의 통신도 차단돼.,
,二進法野郎もうかつには踏み込めないはずだ。,между главным блоком Кареллена и ботами.,所以那些二进制傻蛋应该也不敢贸然进来。,이진법 놈들도 함부로 들어올 수 없지.,
hi0523,カレルレンの基地局を,Уничтожение собственности в пределах командного,温馨提示：,카렐렌 기지국을,
,破壊した場合、,терминала Кареллена приведёт к вашей,乔班尼·斯泰拉斯同学。,파괴하면 공생,
,あなたは共生プログラムを,немедленной дисквалификации из,若您破坏卡列伦基站，,프로그램을 받을,
,受講する権利を失います。,Программы Симбиоза.,将永久失去共生课程的听讲权。,권리를 잃게 됩니다.,
,,,,,
hi0524,その場合、あなたの,"Кроме того, ваш человеческий балл будет",这种情况下，,권리가 사라지면,
,人間スコアは永久に,заморожен навсегда без возможности,不但您的人类评分,당신의 인간 스코어는,
,復元されず、共生体に,"восстановления. Вы, господин Джованни Стилус, и",永远无法复原，,"평생 복원할 수 없으며,",
,おけるジョバンニ・,"все члены вашей семьи, проживающие в пределах",您和您的家人，,공생체 조반니 스타일러스,
,スタイラス様および,"Карелленского Симбиота, потеряете доступ",也将终身被剥夺,님 및 일가족에 제공되는,
,ご家族様の衣食住や,"ко всему необходимому для поддержания жизни,",于卡列伦尼亚共生体,의식주나 의료 등의,
,医療など全ての権利が,"включая, но не ограничиваясь: еду,",穿衣、进食、居住，,모든 권리를 즉시,
,剥奪されます。,кров и медицинское обслуживание.,以及享受医疗服务的权利。,박탈할 것입니다.,
,,,,,
hi0525,ご了承のほど、,Ваше понимание в данном вопросе,提请注意。,이 점 양해해 주시기를,
,よろしくお願いいたします。,высоко ценится.,,부탁드립니다.,
hi0526,カレルレンの基地局を破壊し…,Уничтожение собственности…,温馨提示：若您破坏卡列伦…,카렐렌 기지국을…,
ka002,入る,Ввод,进入,들어간다,
mi0006,……じゃあな。,"Похоже, нам пора.",……拜拜喽。,……잘 있어.,
mi0006_a,また来るよ。,"Не волнуйся, мы вернёмся.",我还会再来的。,또 올게.,分割
mi0006_a_sa,さよなら。,Так это прощание...,永别了。,안녕.,
hi0594aaa,エントランスは,"Эй, Джо! Это не",门厅不是这个方向啊。,입구는,
,こっちじゃないぞ。,путь ко входу.,,그쪽이 아니야.,
yama001,shiftキー ： しゃがみ歩き,Присесть: Нажмите Shift,Shift键 ： 蹲下前进,shift키: 웅크리기,
ho_mini1,3,3,3,3,
ho_mini2,2,2,2,2,
ho_mini3,1,1,1,1,
ho_mini4,F I R E !,ОГОНЬ!,开火！,FIRE!,
ho_mini5,Level.\v[304],Уровень \v[304],Level.\v[304],Level.\v[304],
ho_mini6,「FIRE!」の文字が出たら、指示された方向のキーを入力しよう！,"Когда появится слово «ОГОНЬ!», нажмите указанную клавишу!",看到屏幕上出现“开火!”字样时，按下对应的方向键！,FIRE! 표시가 화면에 나타나면 표시 순서대로 방향키를 누르자!,
,時間内に入力できれば早撃ち対決に勝利できるぞ！,"Нажмите клавишу вовремя, и вы выиграете дуэль!",只要在时限内按下去，就能比对手早开枪！,제한 시간 내에 모두 입력하면 속사 대결에서 이길 수 있다!,
,ハイスコア目指して頑張ろう！,Старайтесь набрать как можно больше очков!,努力刷新高分纪录吧！,최고 득점을 노려 보자!,
ho_mini7,はじめる,Старт,开始,게임 시작,
ho_mini8,あそびかた,Как играть,玩法,플레이 방법,
ho_mini9,ゲームをおわる,Выйти из игры,退出,게임 종료,
ho_mini9-2, ,,,,1行目は空欄でお願いします
,\>\C[17]                       \{DAVE WIN !              \<\|\^\^\^,\>\C[17]                            \{ДЭЙВ ПОБЕДИЛ!                      \<\|\^\^\^,\>\C[17]                       \{DAVE WIN !              \<\|\^\^\^,\>\C[17]                       \{DAVE WIN !              \<\|\^\^\^,
ho_mini10,\>\C[10]                      \{DAVE LOSE...              \<\},\>\C[10]                            \{ДЭЙВ ПРОИГРАЛ...                     \<\},\>\C[10]                      \{DAVE LOSE...              \<\},\>\C[10]                      \{DAVE LOSE...              \<\},
,\>\C[0]                        到達Level: \V[304],\>\C[0]                            Достигнут уровень: \V[304],\>\C[0]                        最终Level: \V[304],\>\C[0]                        최고 Level: \V[304],
,\>                        スコア: \V[308],\>                            Счёт: \V[308],\>                        得分: \V[308],\>                        점수: \V[308],
ho_mini11, ,,,,1行目は空欄でお願いします
,\>                   \{ハイスコア更新！！,\>                            \{Новый рекорд!,\>                   \{刷新最高纪录！！,\>                   \{최고 점수 경신!,
ho_mini12,SCORE: \C[17]\V[309]\C[0] / HIGH SCORE: \C[5]\V[313]\C[0],СЧЁТ: \C[17]\V[309]\C[0] / РЕКОРД: \C[5]\V[313]\C[0],SCORE: \C[17]\V[309]\C[0] / HIGH SCORE: \C[5]\V[313]\C[0],SCORE: \C[17]\V[309]\C[0] / HIGH SCORE: \C[5]\V[313]\C[0],
hi0923a,光っている対象を選択　：　ハッキング,Взлом: Выберите светящуюся цель,选择发光物体　：　骇解,빛나는 대상 선택: 선택 대상 해킹,
,,,,,
,,,,,
,,,,,
miniYama1,ホイップクリームの デイブくんは,Однажды Дэйв весело шагал,戴维是一朵快乐的奶油霜。,첫 파티를 경험하고 기분 좋게,
,はじめての パーティで ごきげん。,"домой со своей самой первой вечеринки,",今天是他第一次出门参加派对。,돌아가는 휘핑 크림 데이브.,
,その かえりみち…。,как вдруг...,可是，就在他高高兴兴回家的路上……,그렇게 집으로 돌아가려는데...,
miniYama2,ウワァーッ！ とつぜん ぶつかってきた,Бац! Нахальный кролик врезался в Дэйва,哇啊啊——！,앗! 갑자기 나타난 심술쟁이,
,いじわるな ウサギに ぷれぜんとを,и украл все его подарки!,爱捣蛋的小兔子故意蹦出来撞他，,토끼가 데이브의 선물을,
,ぜんぶ ぬすまれちゃった！,Какой вредина...,还把他收到的礼物全给偷走了。,모두 가지고 가 버렸어요!,
miniYama3,ぷれぜんとを とえりかえさないと！,"«Верни мои подарки!» – сказал Дэйв,",要赶快把礼物抢回来才行！,선물을 되찾아야 해!,
,デイブくんは  ウサギをおいかけ,преследуя кролика до большого старого,戴维追着小兔子跑呀跑，,데이브는 토끼를 쫓아,
,もりの おやしきに むかうのでした。,особняка в лесу.,跑进了森林里的大房子。,숲 속 저택으로 향했답니다.,
miniYama4,ウワァーッ！ ピスタチオだ！,«О нет! Это Фисташка!» – вскрикнул Дэйв.,哇啊——！,앗! 피스타치오네요!,
,おなかのすいた ピスタチオが あらわれた！,"И-ик, Фисташка выглядит очень-очень голодным!",是肚皮空空的比思答！,굶주린 피스타치오가 나타났어요!,
miniYama5,ピスタチオは あまいものが だいすき！,"Сладости – любимое лакомство Фисташки,",比思答最喜欢吃甜的了！,피스타치오는 단 음식을 좋아하죠!,
,ホイップクリームの デイブくんは,а нет никого слаще Дэйва.,像戴维这样甜甜的奶油霜，,"데이브는 휘핑 크림,",
,つかまったら たべられちゃう！,"Не попадись, иначе он съест Дэйва!",要是被他抓住可就惨啦！,잡히면 먹히고 말 거예요!,
miniYama6,デイブくん！,"Беги, беги со всех ног!",戴维！趁现在赶快逃跑吧！,데이브!,
,はやく はやく にげなくちゃ！,Не дай себя съесть Фисташке!,不然会被啊呜一口吞掉的！,빨리 도망쳐요!,
,でも ぷれぜんとも みつけてね。,Но не забудь про подарки Дэйва!,礼物也要记得拿走哦！,하지만 선물도 찾아야겠죠?,
miniYama7,ウワァーッ！  ピスタチオだ！,"О, нет! Это Фисташка!",哇啊！又是比思答！,앗! 피스타치오네요!,
,さきまわりしてる！,"Он, должно быть, вырвался вперёд!",他什么时候跑到前面去的？,앞쪽에서 서성이는 모양이에요!,
,このままじゃ デイブくんは…。,Что же теперь будет делать Дэйв?,这下该怎么办呢……,이대로 가면 데이브가 위험한데...,
miniYama8,あれれ？ デイブくんが,Хмм? Что это Дэйв задумал?,嗯嗯？戴维，,어라? 데이브가 손가락으로,
