翻訳ID,日本語,英語,中国語（簡体字）,韓国語,備考
,あんたを仲間にしたことは,"я на самом деле начинаю проникаться",我也不后悔让你入队。,것만큼은 후회하지 않아.,
,後悔してない。,"к тебе симпатией, паренёк.",,,
day22_297_8,あんたはゼロデイの希望だ、ジョバンニ。,"Ты не наше оружие, Джованни.",你是零日的希望啊，乔班尼。,"조반니, 넌 우리 Zero Day의 희망이야.",
,劇薬じゃない。,Ты наше будущее.,才不是什么毒药。,독극물 같은 게 아니야.,
,カレルレンなんかどうだっていいんだよ。,К чёрту Кареллен.,卡列伦要怎么想，管它去死啦。,"카렐렌 따위, 조금도 신경 안 써.",
day22_297_9,……\.\.\.ありがとう。\.\.,...\.\.\.Спасибо.\.\.,……\.\.\.谢谢你，\.\.,……\.\.\.고마워.\.\.,
,Wi。,Ви.,Wi。,Wi.,
day22_298,動かない。,Она не двигается.,不会动了。,움직이지 않는다.,
day22_299,ロックは外れているようだ。,"Замок, кажется, открыт.",门锁已经解除了。,잠금 장치가 풀린 것 같다.,
,……重くて簡単には開かなそうだ。,...Тяжёлая. Открыть её будет непросто.,……但门本身很沉，轻易推不动。,……무거워서 쉽게 열리지 않을 것 같다.,
day22_299_2,こじ開ける,Открыть силой,用力推开,억지로 연다,
day22_300,手伝おうか？,Помощь нужна?,要我帮忙吗？,도와줄까?,
day22_301,いい。,"Нет, спасибо. Я вырос на Граккисе.",不用。,됐어.,
,僕、ストス育ちだから。,Я справлюсь.,我是沙拓斯长大的。,이래 봬도 스토스 행성 출신이니까.,
day22_302,行こう。,Продолжаем двигаться.,走吧。,가자.,
day22_303,そういやストスの重力は,"...О. Гравитация на Граккисе 1.8G,",哦对，沙拓斯的重力,"그러고 보니, 스토스의",
,1.8Gだっけ……,"точно, точно... Теперь я понимаю.",有1.8G来着……,중력은 1.8G였던가……,
day22_303_2,頼もしいな。,"Знала, что могу на тебя рассчитывать,",真可靠啊。,든든한데.,
,,паренёк.,,,
day22_304,\{や～～っと見つけたわよぉ！\},\{Я нашла-а-а ва-а-ас!\},\{总算让我找到你啦！\},\{드디어 찾았네~!!\},
,もぉ、こんなところに入り込むなんて,"И чем это, по-вашему,",居然还钻进这种地方捣蛋，,"맙소사, 이런 곳에 숨어들다니,",
,悪い子ねぇ！,вы тут занимаетесь?,真是个坏孩子！,정말 못된 아이들이로구나!,
,,Никаких нарушителей в мою смену!,,,
day22_305,みんなぁ、来てぇ！,"Выходите, мои красавцы!",大家快来！,"얘들아, 이리 오렴!",
,ネズミちゃんよぉ！,Я обнаружила нашу маленькую проблему,我找到小老鼠啰！,쥐새끼들이 왔단다!,
,,с крысами!,,,
day22_306,あらぁ……よく見たら,"Боже мой! Кого я вижу,",嗯？仔细一看，,"어머…… 자세히 보니,",
,ジョバンニちゃんとカムパネルラちゃんも,Джованни и Кампанелла!,乔班尼和康帕聂拉怎么也在呀？,조반니와 캄파넬라도 왔네.,
,いるわねぇ。お友達かしらぁ。,"Прекрасно ладите, я смотрю.",你们是小老鼠的朋友吗？,모두 친구니?,
day22_307,ちょうどいい機会だわ！,Идеально! Это всё значительно упрощает!,那可真是巧了——小仁爱！,마침 잘 됐네!,
,ラブちゃん、まとめて捕まえちゃってぇ！,"Хватай их, Лав!",他们都在这里了，你帮我一网打尽吧！,"러브, 전부 잡아들여!",
day22_308,ロックした！,Я заперла её!,锁上了！,잠궜어!,
day22_309,左から３番目の扉に,Туда! Третья дверь слева!,进左手边第三扇门！,왼쪽에서 세 번째,
,入れ！,Заходи! Быстрее!,,문으로 들어가!,
day22_309-2,左から２番目の扉に,Туда! Вторая дверь слева!,快点！,왼쪽에서 두 번째,
,入れ！,Заходи! Быстрее!,进左手边第二扇门！,문으로 들어가!,
day22_309-3,その扉じゃない！,Не в ту дверь!,不是这扇！,그쪽 문이 아니야!,
,左から２番目だ、急げ！,Вторая слева! Живо!,是左手边第二扇，去啊！,"왼쪽에서 두 번째야, 서둘러!",
day22_309-4,次は右から４番目だ！,"Теперь, четвёртая дверь справа!",接下来是右手边第四扇！,다음은 오른쪽에서 네 번째!,
,早くしろ！,Поторапливайся!,动作快！,빨리해!,
day22_309-5,その扉じゃない！,Не в ту дверь!,不是这扇！,그쪽 문이 아니야!,
,右から４番目だ、急げ！,Четвёртая справа! Быстрее!,是右手边第四扇，快点！,"오른쪽에서 네 번째야, 서둘러!",
day22_309-6,ここが最後だ。,"Так, последняя!",最后一道关了。,다음이 마지막이야.,
,奥から２列目の一番左！,"Крайняя слева, второй ряд!",从里往外数第二排，最左边！,안쪽 두 번째 열 가장 왼쪽!,
,その先がメインサーバーへの道だ！,Она ведёт к главному серверу!,进去就能直通主服务器！,메인 서버는 그 앞에 있어!,
day22_309-7,その扉じゃない！,Не в ту дверь!,不是这扇！,그쪽 문이 아니야!,
,奥から２列目の一番左だ、急げ！,Крайняя слева во втором ряду! Давай!,从里往外第二排，最左边！,"안쪽 두 번째 열 가장 왼쪽이야, 서둘러!",
day22_311,戻らないほうがいい。,Теперь пути назад нет.,最好别回头了。,돌아가지 않는 게 좋을 거야.,
,前だけを見るんだ。,Мы должны продолжать двигаться вперёд.,一个劲往前跑吧。,지금은 앞만 봐.,
day22_310-1,さっきの部屋の扉……,Это дверь из предыдущей комнаты...,刚才那些门……,아까 그 방에 있던 문……,
,全部別々の部屋に繋がってたのか？,Она соединена со всеми комнатами,难道都各自通往不同的房间吗？,설마 모두 다른 방으로 이어져 있었어?,
,,здесь?,,,
day22_310-2,ああ。「移動組替建築」だ。,Угу. Мы называем это «живой,对，因为这里是“移动机关房”。,맞아. '이동 재조합 건축' 방식이지.,
,扉が開こうとしたのを検知して、,"архитектурой». Когда она",它检测到哪扇门要开的时候，,문이 열리는 것을 감지해,
,行先の部屋をドッキングするんだよ。,"обнаруживает попытку её открыть,",就会把目的房间给对接上去。,목적지로 향하는 방과 연결하는 거야.,
,,она стыкуется с нужной комнатой.,,,
day22_310-3,さすがモーリィ・リースだな！,"Неплохо, Молли Райсс!",莫莉·莉斯果然厉害啊！,역시 몰리 리스라니까!,
day22_310-4,\C[1]（へぇ……）,\C[1](Ух ты...),\C[1]（哇哦……）,\C[1](그렇구나……),
day22_310-5,ともかく、先を急ごう。,"В общем, пошли дальше.",总之，赶紧走吧。,아무튼 서두르자.,
day22_310-6,これもモーリィの発明だ。,Молли и это сделала.,这也是莫莉发明的。,이것도 몰리가 발명한 거야.,
,さすがモーリィ・リースだな！,"Неплохо, Молли Райсс!",莫莉·莉斯果然厉害啊！,역시 몰리 리스라니까!,
day22_310-7,\C[1]（偉人か……）,"\C[1](Она и вправду важная шишка, да?)",\C[1]（伟人……）,\C[1](위인이라……),
day22_312,撒けた……か？,Мы оторвались от них?,甩掉了……吗？,……따돌렸나?,
day22_313,まだ何かあるかもしれない。,Нам пока нельзя терять бдительность.,可能还有后招。,또 무슨 수를 꾸미는 걸지도 몰라.,
,慎重に進むぞ。,Смотрите в оба.,咱们慎重前进。,신중하게 움직이자.,
day22_314,戻らないほうがいい。,Теперь пути назад нет.,最好别回头了。,돌아가지 않는 게 좋을 거야.,
,前だけを見るんだ。,Мы должны продолжать двигаться вперёд.,一个劲往前跑吧。,지금은 앞만 봐.,
day22_315,来場者のみなさま！,Возлюбленные гости!,各位到场的宾客朋友，大家好！,방문객 여러분!,
,本日はモーリアン・ドリームハウスへ,Добро пожаловать в Дом Грёз Моллиан!,在这个风和日丽的日子里，,몰리 드림 하우스에,
,ようこそお越しくださいましたぁ。,"Пожалуйста, чувствуйте себя как дома!",欢迎到访莫莉安梦幻之家。,오신 것을 환영합니다!,
day22_316,現在、館内システムへの再接続を,Наши системы в данный момент,目前我们正在重新连接管理系统，,현재 관내 시스템에 재접속 중입니다.,
,行っていまぁす。復旧まで、あとすこしです。,перезагружаются. Полная работоспособность,预计不久就会完成修复，,복구까지 조금 남았답니다.,
,今しばらくお待ちくださぁい！,будет восстановлена через мгновение.,还请再耐心等候片刻哦～！,조금만 기다려 주세요!,
,,Спасибо за ваше терпение!,,,
day22_317,ついでに、甘いお菓子に囲まれた、,"А пока вы ждёте, пожалуйста,",等候期间，大家可以尽情享用,그동안 달콤한 과자와 함께,
,終わらない夢の世界を,наслаждайтесь расслабляющим и,甜甜的糖果点心，沉浸在,끝나지 않는 꿈 속 세상을,
,どうぞお楽しみくださぁい！,бесконечным сном в окружении,永远不会终结的梦幻世界里吧！,마음껏 즐겨 주세요!,
,,разнообразных сладостей!,,,
day22_318,まずい。場所がバレてるな。,"Чёрт. Она знает, где мы.",啧，这里被她发现了。,큰일이야. 위치가 발각됐어.,
,早く移動しないと。,Нам нужно выбираться отсюда.,我们得马上转移。,빨리 움직이자.,
day22_319,\C[1]（……逃げ切れるかな……）,\C[1](Возможно ли вообще от неё убежать?),\C[1]（……能逃得掉吗……）,\C[1](……빠져나갈 수 있을까……),
day22_320,幸せそうな花嫁と花婿の銅像だ。,Бронзовая статуя счастливой пары.,幸福的新婚夫妇雕像。,부부 한 쌍이 행복한 표정을 짓고 있다.,
,モーリィとベンだろうか。,"Должно быть, это Молли и Бен.",不知是不是莫莉和班恩。,몰리와 벤 같다.,
day22_321,小さい建物だ。,Маленькое здание.,很小的房子。,작은 건물이다.,
day22_322,アニメから飛び出してきたような,Его дизайн как будто прямиком,设计很独特，,애니메이션에서 튀어나온 것 같은,
,デザインの建物だ。,из мультфильма.,就像动画片里的房子一样。,외형의 건물이다.,
day22_323,カラフルな見た目の建物だ。,Очень красочное здание.,颜色靓丽的房子。,화려한 건물이다.,
day22_324,これで一安心だな！,Это выиграет нам немного времени!,这就能争取点时间了！,이걸로 한시름 놓았네!,
day22_325,……助かるよ。,Слава богу.,……帮大忙了。,……덕분에 살았어.,
day22_326,扉の隅にR-codeが彫られている。,На двери вырезан R-код.,门的角落里刻着R-code。,문 구석에 R-codes가 새겨져 있다.,
day22_327,ジョバンニ、,"Джованни, ты идёшь первым и",乔班尼，,조반니.,
,お前がハッキングしろ。,начинаешь взлом.,你来骇它。,해킹은 네가 해.,
day22_328,あたしは向こうを見張ってる。,Я буду следить оттуда.,我去那边望风。,난 저쪽을 지키고 있을게.,
,カムパネルラはジョバンニを,"Кампанелла, ты его прикрываешь.",康帕聂拉，,"캄파넬라, 너는",
,護衛してくれ。,,你负责保护乔班尼。,조반니를 지켜 줘.,
day22_329,わかった！,Займусь!,知道了！,그럴게!,
day22_330,わかった。,Понял.,好。,알겠어.,
day22_330_2,僕が？,Я?,我吗？,내가?,
day22_330_3,そうだ。,Погоди.,没错。,그래.,
day22_330_4,……\.\.念のため、\.\.な。,"...\.\.На всякий случай, \.\.да?",……\.\.就是以防万一，\.\.好吗？,……\.\.만일을 위해서야.\.\.,
day22_330_5,……わかった。,...Хорошо.,……好。,……알았어.,
day22_332,ジョバンニ、,"Давай, Джованни.",乔班尼，,조반니.,
,お前がハッキングしろ。,Начинай взлом.,你来骇它。,해킹은 네가 해.,
day22_332_2,\C[1]（な……なんだ、これ……,\C[1](А? Что происходит...?,\C[1]（为……为什么……,\C[1](왜…… 이러지……?,
,接続が重い……！？）,Почему так медленно соединяется?!),……响应速度好慢……？？）,접속이 느리잖아……?!),
day22_333,目標座標に到着。,Прибытие в целевые координаты.,已抵达指定座标。,목표 좌표에 도착했다.,
,これより捜索を開始する。,Начинаю поиск.,开始搜索。,지금부터 수색을 개시한다.,
day22_334,\C[1]（追いつかれた！？）,\C[1](Они уже нас догнали?!),\C[1]（追上来了？！）,\C[1](따라잡혔나?!),
day22_335,まずいな……,"Ну всё, мы влипли...",麻烦了……,이거 야단났네……,
day22_335_2,\C[1]（は……早くしないと……）,"\C[1](Давай же, быстрее!)",\C[1]（不行……再不快点的话……）,\C[1](빠…… 빨리 접속해야 하는데……),
day22_336,――\.\.,――\.\.,――\.\.,……\.\.,
day22_337,…\.…\.\.イグニウムを使用した,...\.\.Тревога.,…\.…\.\.确认对方持有,…\.…\.\.이그늄을 이용한,
,爆発物を所持。,Обнаружены взрывчатые вещества,伊格尼姆系爆炸物。,폭발물을 확인.,
,,из игниума.,,,
day22_338,おそらく地下遺跡での採取。,"Вероятно, получены из подземных руин.",推测为地下遗迹出产。,분명 지하 유적에서 채취한 거겠지.,
,全員、注意するように。,"Всем подразделениям, действовать",各单位注意防爆。,"전원, 주의하라.",
,,с осторожностью.,,,
day22_356,なっ……なんで……,Что? Зачем она...,什么？为什么……,어…… 어째서……,
,……Wiは……,Зачем Ви...,……Wi，你……,……Wi는……,
day22_357,\C[1]（入れっていうのか……！？,\C[1](Сказала нам идти вперёд...,\C[1]（她叫我们进去就锁门……,\C[1](지금……,
,僕たちだけで……）,без неё?!),自己不打算过来了？）,우리만 들어가라는 거야……?!),
day22_358,\C[1]（でも、そんなの……）,"\C[1](Не может быть. Только не говорите,",\C[1]（那她肯定就……）,"\C[1](하지만, 그건……)",
,,что она...),,,
day22_359,\C[1]（――\.くそ、\.くそ、\.くそ！！,\C[1](НЕТ!\. Чёрт!\. Этого не может быть!,\C[1]（――\.可恶！\.可恶……\.可恶！！,"\C[1](……\.젠장, \.젠장…! \. 빌어먹을!!",
,嫌だ！　嫌だ、嫌だ！！）,Я не могу потерять и её!),我不要！我不想这样！！）,"그건 싫어, 싫어, 싫다고!!)",
day22_360,\C[1]（けど\.\.――）,\C[1](Но я...\.\.),\C[1]（可是\.\.――）,\C[1](그렇지만\.\.……),
day22_361,……残念だったな。,"...Я так просто не сдамся.",……可惜啊。,……아쉽게 됐네.,
day22_362,隠し玉を持ってるんだ。,У меня есть козырь в рукаве.,其实我留了底牌哦。,이쪽도 비장의 패를 준비했거든.,
day22_363,ひとつじゃないよ。,И не один.,而且还不止一手呢。,난 혼자가 아니야.,
,ネズミはどこにだっているからな。,"Знаете кое-что насчёт крыс?",老鼠是无处不在的嘛。,쥐는 어디든 존재하니까.,
day22_364,叩いても叩いても死なないのが,"Сколько ни старайся,",不管你们怎么杀，,몇 번을 때려잡아도,
,ネズミだ。,они всегда возвращаются.,也永远杀不尽天下的老鼠。,사라지지 않는 게 쥐라고.,
day22_365,\.\.駆除なんか、\.\.しきれるもんか。,\.\.Истребление\.\. — это всего лишь слово.,\.\.想灭绝我们？\.\.怕你没这个能耐。,\.\.구제 따위에…\.\. 사라질 것 같아?,
day22_366,愚かなことを……,Нелепо...,愚蠢……,어리석은 짓을……,
day22_368,……,...,……,……,
day22_369,……\|\.\.\^,...,……\|\.\.\^,……,
day22_370,デイヴの頭を模した,Здесь подушка в форме,沙发上摆着戴维脑袋形状的,데이브의 머리 모양을 한,
,クッションが置かれている。,головы Дэйва.,抱枕。,쿠션이 놓여 있다.,
day22_371,モーリアンの独立を表す旗だ。,"Это флаг, символизирующий независимость",象征着莫莉安独立的旗帜。,모리안의 독립을 상징하는 깃발이다.,
,,Моллиана.,,,
day22_372,明かりが微かに灯っている。,Он излучает слабый свет.,发出微微的光。,불빛이 은은하게 빛나고 있다.,
day22_373,今、ここに隠れる意味はないだろう。,Теперь здесь нет смысла прятаться.,现在躲进去也没意义了。,지금은 여기 숨어도 소용없을 것 같다.,
day22_375,ロックされている。,Заперто.,锁着。,잠겨 있다.,
,R-codeは……どこにもない。,R-кода... нигде не видно.,找遍上下……也没找到R-code。,R-codes는…… 없는 것 같다.,
day22_376,どうしよう……。,Что же нам делать?,怎么办……,어쩌지……,
day22_378,だいぶやられたみたいだな、,"Чёрт, похоже, этому парню действительно",这家伙，,저 녀석.,
,あいつ。,сильно досталось.,这回跟头栽大了。,꽤 심하게 당했는데.,
day22_379,他の隊員は全滅したのかな？,Она и с остальными разобралась?,其他队员是不是都死光了？,다른 대원은 전멸했나?,
,さすがWiだ。たったひとりで、,Это жесть. В одиночку вынести,Wi果然厉害。孤身对抗武装部队，,역시 Wi는 대단해. 무장한 녀석들을,
,武装隊相手にここまでやるなんて。,целый отряд элитных солдат?,就凭她自己，竟然能做到这个地步。,상대로 여기까지 분투할 줄이야.,
day22_380,まさに、英雄……\.\.だった。,Вот это герой.\.\. Её будет не хватать.,真的就像个……\.\.英雄一样。,마치……\.\. 영웅 같았어.,
,それだけの女にに、ここまで,"Эй, тебе лучше отдать ей дань уважения.",这么厉害的人，还那么器重你，,"그런 Wi가 기대를 걸 만큼,",
,見込まれたおまえも大したもんだ。,Мы зашли так далеко только благодаря ей.,你也不是等闲之辈啊。,너도 대단한 녀석이라는 증거지.,
day22_381,……,...,……,……,
day22_382,気を失っている。,Он без сознания.,昏过去了。,정신을 잃은 것 같다.,
day22_383,Wiは……,Ви... Она...,Wi呢……,Wi는……,
day22_383_2,ドアの向こうは悲惨な状態だ。,За дверью довольно жутко.,门外一派惨相。,문 너머에 참혹한 광경이 펼쳐져 있다.,
,目の前で倒れている男の他に,"Кроме упавшего мужчины,",恐怕除了眼前倒在地上的这个人，,눈앞에 쓰러진 남자 외에,
,生存者はいないだろう。,"признаков жизни, похоже, нет.",没有任何幸存者。,생존자는 없는 것 같다.,
day22_383_3,目の前の男は、頭をひどく打ったようだ。,"Мужчина, похоже, получил сильный удар.",他的头部受到巨大冲击，,머리를 심하게 다친 것 같다.,
,マスクが割れている。,Его маска треснула.,面罩都碎了。,마스크가 부서져 있다.,
day22_383_4,マスクを外す,Снять его маску,摘下面罩,마스크를 벗긴다,
day22_384,……,...,……,……,
day22_385,\C[1]（こいつは、カレルレンからもらった,"\C[1](Силовой костюм, который дала ему",\C[1]（估计是靠这身,"\C[1](이 녀석, 카렐렌에게 받은",
,パワードスーツのおかげで,"Кареллен, должно быть, спас ему жизнь.",卡列伦配发的动力装甲，,강화복 덕분에 목숨만은,
,,Тц...),,,
,生き残ったのか……）,,才让这家伙捡了一条命……）,겨우 건진 모양이야……),
day22_386,……マスクを外すと頭の傷があらわになった。,...Снятие маски открывает степень его,……摘下面罩，头部的伤就露了出来。,"……마스크를 벗기자, 머리의 상처가 뚜렷이 보인다.",
,傷口はぱっくりと開いており、骨が見える。,"ранений. Рана достаточно глубока,",敞开的大洞里，头骨清晰可见。,뼈가 보일 정도로 큰 상처다.,
,,чтобы видеть кость.,,,
day22_387,……じっと見ていると、傷口の奥で,"Присмотревшись, можно увидеть,",……仔细观察伤口，,"……자세히 들여다보자, 상처 속에",
,金属が輝くのが見えた。,как что-то металлическое поблёскивает,可以发现深处有金属反光。,반짝거리는 금속 물질이 보인다.,
,頭蓋骨に埋め込まれているようだ。,у него под кожей. Что-то внедрено,似乎是嵌在头骨里的。,두개골에 박혀 있는 것 같다.,
,,в череп мужчины.,,,
day22_388,傷を広げる,Раздвинуть края раны,扒开伤口,상처를 벌린다,
day22_390,……この人物に埋め込まれた,"...Похоже, это НейраДжем,",……反光的东西应该是他的神经宝石。,……이 사람이 사용하는 젬 같다.,
,ジェムのようだ。,внедрённый в него.,表面写着它的R-code。,표면에 R-codes가 새겨져 있다.,
,表面にはR-codeが書かれている。,На поверхности написан R-код.,,,
day22_393,……,...,……,……,
day22_394,…\.…\.何\.…\.…\.\.,...\.Что\....\.\.,神\.\.\.…\.\.\.…,…\.…\.무슨\.…\.…\.\.,
day22_395,神\.\.\.…\.\.\.…,Ваше\.\. Сиятельство\.\.\....,…\.…\.请\.…\.…指示…\.…\.,신이시여\.\.\.…\.\.\.…,
day22_395-2,指令[立ち上がれ],Команда: Встать,下达指令[站起来],명령 [일어서라],
day22_396-1,指令[歩け],Команда: Идти,下达指令[走两步],명령 [걸어라],
day22_396-2,指令[ジャンプしろ],Команда: Прыгать,下达指令[跳],명령 [점프해라],
day22_396-3,指令[回れ],Команда: Повернуться,下达指令[转圈],명령 [돌아라],
day22_396-4,指令[発砲しろ],Команда: Стрелять,下达指令[开枪],명령 [발포하라],
day22_396-5,指令[奥の扉を破壊しろ],Команда: Уничтожить Дверь,下达指令[破坏里面的门],명령 [안쪽 문을 파괴하라],
day22_397,一体何をしたんだ？,Как ты это сделал?,你刚刚怎么弄的？,뭘 한 거야?,
day22_398,別に。ジェムに侵入できたから、,"Я просто взломал НейраДжем,",没。就是我骇进他的神经宝石了，,별 거 아니야. 젬에 침투해서,
,カレルレンのふりをして,"притворился Кареллен,",所以假装卡列伦，给他下令而已。,카렐렌이 내리는 것처럼,
,命令しただけだよ。,и начал отдавать ему приказы.,,명령했을 뿐이야.,
day22_399,ジェムに侵入……\.\.,ВЗЛОМАЛ НЕЙРАДЖЕМ?\.\.,你能骇进神经宝石？……\.\.,젬에 침투했다고……?\.\.,
day22_400,さすがだな。,Чёрт! В твоих устах это звучит,果然厉害。,대단한데.,
,,так просто.,,,
day22_401,簡単すぎて驚いた。防御も大したことないし。,"Серьёзно? Он даже не был защищён.",我也没想到这么简单。几乎没有阻碍。,너무 쉬워서 나도 놀랐어. 방어도 허술했고.,
,また罠かと思ったけど、通信は切れてるし,"Я думал, это может быть ловушка,",本来以为又是圈套，但现在通讯是断的，,"함정인 줄 알았는데, 통신도 끊긴 데다",
,この男は指令に従うし、罠じゃなさそうだ。,"но связь прервана, и он отлично",这人又确实听话，看来不是陷阱。,명령대로 따르는 걸 보니 그건 아닌 것 같아.,
,,мне подчиняется.,,,
day22_402,……\|命令か。,Я...\|Я мог бы заставить его сделать,……\|我现在能命令他了。,\|명령이라……,
,,что угодно.,,,
day22_403,\C[1]（こいつ、,"\C[1](...Если я прикажу ему убить себя,",\C[1]（那如果我叫他去死，,\C[1](이 자식… 내가 죽으라고,
,僕が死ねって言ったら死ぬのかな）,он действительно это сделает?),他就会去死吗？）,명령하면 죽는 걸까?),
day22_404,……,...,……,……,
day22_405-1,指令[死ね],Команда: Убить Себя,下达指令[去死],명령 [죽어라],
day22_405-2,指令[撤退しろ],Команда: Отступить,下达指令[立即撤退],명령 [철수하라],
day22_406,神……？,Ваше Сиятельство?,神……？,신이시여……?,
day22_407,……\.\.はい。,...\.\.Ваше желание — для меня закон.,……\.\.遵命。,……\.\.알겠습니다.,
day22_408,\C[1]（いや、待てよ。,"\C[1](Погоди, стой.",\C[1]（慢着。,"\C[1](아니, 잠깐만.",
,殺すのもいいけど……）,"Я мог бы убить его, но...)",虽然杀了他也可以……）,죽여도 상관없지만……),
day22_409,\C[1]（こいつは泳がせておいた方が,"\C[1](Может, лучше пока что его",\C[1]（但或许留他一条命，,\C[1](이대로 두는 편이,
,いいかもしれない。,отпустить.,对以后更有好处。,더 나을지도 몰라.,
,何かに使えるかもしれないし……）,Он может пригодиться нам позже...),没准还能操控他做点事……）,쓸모가 있을 지도 모르니까……),
day22_410,指令[指令を取り消す],Команда: Игнорировать Предыдущую Команду,下达指令[取消前一指令],명령 [명령 철회],
day22_412,\C[1]（そうだな。,"\C[1](Вот так.",\C[1]（的确，,\C[1](아니야.,
,殺すのもいいけど……）,"Я мог бы убить его, но...)",虽然杀了他也可以……）,죽이는 것도 좋지만……),
day22_413,\C[1]（こいつは泳がせておいた方が,"\C[1](Может, лучше пока что его",\C[1]（但或许留他一条命，,\C[1](이대로 두는 편이,
,いいかもしれない。,отпустить.,对以后更有好处。,더 나을지도 몰라.,
,何かに使えるかもしれないし……）,Он может пригодиться нам позже...),没准还能操控他做点事……）,쓸모가 있을 지도 모르니까……),
day22_414,\C[1]（とりあえず、サーバーとの接続が回復する前に,"\C[1](Я удалю предыдущий журнал команд,",\C[1]（总之，在通讯恢复之前，,\C[1](일단 서버와 다시 연결하기 전에,
,さっきの細工のログは消しておこう。,прежде чем он переподключится к серверу.,先删掉刚刚一系列修改的纪录吧。,아까 기록한 명령 기록은 삭제하자.,
,バックドアは残しておけそうだ）,И вместо этого установлю бэкдор.),留个后门应该也很轻松）,백도어는 남길 수 있겠어.),
day22_415,\C[1]（この態度なら、,"\C[1](Таким образом,",\C[1]（这种态度的话，,\C[1](이 정도면 녀석도,
,こいつが疑問に思うこともないだろう）,они ничего не заподозрят.),这家伙也不会起疑了）,의문을 갖지 않겠지.),
day22_416,\C[1]\.\.\.（いやだな。,\C[1]\.\.\. (Что это со мной?,\C[1]\.\.\.（唉。真讨厌。,\C[1]\.\.\.(어째서 이렇게 냉정해질 수 있지?,
,なんでこんなに冷静なんだろう）,Почему я такой... спокойный?),我为什么会这么冷静呢）,정말 마음에 안 들어.),
day22_417,\C[1]（僕ってこんな人間だったんだっけ……\.\.,\C[1](Это действительно я?\.\.,\C[1]（我以前是这样的人吗……\.\.,"\C[1](나, 원래 이런 사람이었나……\.\.",
,いつからこんなやつに,Или я стал таким где-то,从什么时候开始变成这样的呢）,대체 언제부터 이렇게,
,なっちゃったんだろう）,по пути?),,변해버린 걸까……),
day22_418,なあ、こいつのことは,Ты закончил его взламывать или как?,喂，,"이봐, 슬슬 그 녀석은",
,そろそろいいだろ？,Время поджимает. Нам надо,这家伙你摆弄够了吧？,내버려두는 게 어때?,
,ドアの奥へ行ってみようぜ！,пройти через ту дверь!,咱们去那扇门里面看看吧！,문 안쪽으로 들어가 보자고!,
day22_419,そうだね。,"Да, я готов.",是啊。,네 말이 맞아.,
,今のうちに先へ進もう。,Продолжаем.,趁现在往前走吧。,당장 안으로 들어가 보자.,
day22_421,う…………あ…………。,Нгх... Гух...,唔…………啊…………,으………… 아…………,
day22_422,焦点の合わない瞳で、,Он смотрит в пустоту,他目光涣散，,초점이 흐트러진 눈동자를 굴리며,
,虚空を見つめている。,рассеянным взглядом.,六神无主地望着虚空。,허공을 응시하고 있다.,
day22_423,ここは……？,Где... мы?,这里是……？,여기는 어디지……?,
day22_425,サーバーがまばゆい光を放っている。,Серверы излучают ослепительный свет.,服务器的指示灯多得眼花缭乱。,서버가 눈부시게 빛나고 있다.,
day22_426,\C[1]（なんだあの量！,\C[1](Охренеть! Их тут целая тонна!,\C[1]（搞什么？这么多？！,\C[1](수가 너무 많아!,
,それに、巨大なマーク……）,И гигантский Марк!),而且还有巨大的马克……）,거기다 저 거대한 마크는……),
day22_427,\C[1]（ケイトは、この惑星を管理してるのは,"\C[1](Кейт говорила, что именно «R. Марк»",\C[1]（照凯特说，这颗行星，,\C[1](케이트는 이 행성의 관리자가,
,Rのマークだって言ってた……）,правил этой планетой.),实际上是由马克R在管理……）,R-마크라고 했지……),
day22_428,\C[1]（あれが……この惑星の管理Rなのか？,"\C[1](Это, должно быть, планетарный",\C[1]（所以……它就是管理行星的R？,\C[1](저게…… 이 행성의 관리 R인가?,
,　あれにイデアル・ハックを仕掛ければ……）,Администрато-R. Если я проведу,只要对它用理想骇解……）,저기에 아이디얼 해킹을 사용하면……),
,,Идеальный Взлом...),,,
day22_429,ケケケケケッ！！,ХА-ХА-ХА!,[嘎嘎嘎嘎嘎！！,키키킥!!,
,トンデヒニイルナツノムシ！！,КАК МОТЫЛЬКИ НА ПЛАМЯ!,这就叫飞蛾扑火啊！！],불 속으로 뛰어드는 부나방 같군!,
day22_430,ドアモハッチモミーンナロックシタゼ！,Я ЗАПЕР ВСЕ ДВЕРИ!,[别找啦，所有的门老子都锁上了！,문도 해치도 전부 잠궜다고!!,
,接続モ切ッテヤッタカラナ～～！,И ОБОРВАЛ ВСЕ СИГНАЛЫ И,还有网络也都帮你切断喽～！,접속도 전부 차단했단 말씀~!!,
,ドコヘ逃ゲヨウトムダムダムダ！！,СОЕДИНЕНИЯ! ВАМ НЕКУДА БЕЖАТЬ!,这下看你往哪逃，嘎哈哈哈哈！！],어디로 도망치든 전~부 소용 없어!!,
,,НЕКУДА!,,,
day22_431,\C[1]（うるさ……）,\C[1](Чёрт побери...),\C[1]（吵死了……）,\C[1](되게 시끄럽네……),
day22_4312,ゲラゲラゲラゲラ！,ХЕ-ХЕ-ХЕ!,[嘎嘎嘎嘎嘎嘎嘎嘎！,크캬캬캬캬!!,
,ムダムダムダムダ！,ГЛУПЦЫ! ГЛУПЦЫ! ГЛУПЦЫ!,没用没用没用的啦！],소용 없다니까!!,
