翻訳ID,日本語,英語,中国語（簡体字）,韓国語,備考
yamaRturo28_en,ま、なんとか,Meh. We'll figure it out somehow.,,,
,頑張ってみようぜ！,"Just have a little faith, Gio!",,,
yamaRturo29_en,うう……くそ。,That...sounds like a terrible plan.,,,
yamaRsoudan1_en,この落書きは？ 生徒のもの？,Hm... Did a student write this?,,,
,……誰かが前にこの通路を,That means....someone must've,,,
,歩いたってことか？,been walking around down here!,,,
yamaRsoudan2_en,だとしたら、,But if that's the case...,,,
,これを書いたやつは「地球語」に,That person would've had to been,,,
,相当詳しいな。,able to use the Earthlings' language.,,,
yamaRsoudan3_en,7文字、4文字、Rで始まる6文字……,"Seven letters, four letters,",,,
,これまでに6文字の単語なんてあったか？,a six-letter word starting with R...,,,
,,Any six-letter words yet?,,,
yamaRsoudan4_en,,,,,使わない
,,,,,
,,,,,
yamaRsoudan5_en,くそー！,"Ugh, I have no freakin' idea!",,,
,やっぱり分からない！,,,,
yamaRsoudan6_en,\C[1]（困ったな……）,"\C[1](Oh, man...)",,,
ho725,ここは……,What is this place...?,这里是……,여기는......,
,寮の個室？,Is this a dorm room?,宿舍的学生单间？,기숙사 개인실이잖아?,
ho726,少し部屋の中を調べてみよう。,I should take a look around the room first.,在房间里四处看看吧。,안을 살펴보자.,
ho726-2,服がキレイに仕舞われている。,The clothes are all so well-organized.,衣服收纳得整整齐齐。,옷이 깔끔하게 정돈되어 있어.,
,見ていて落ち着く並べ方だ。,It calms me down seeing things so neat...,排列非常令人舒适。,볼수록 마음이 편안해지는 배치야.,
ho726-3,服に書かれた名前は――,There's a name on these clothes here.,衣服上的名字是——,옷에 새겨진 이름은......,
,「イエハトブ・スタイラス」,Ihatov Stylus...,“伊哈托夫·斯泰拉斯”,예하토브 스타일러스,
ho726-4,なんだろう、これ……,What the heck...?,这是什么啊……,이건 뭐지......,
ho727,…………,...,…………,............,
ho727-2,……隅にR-codeを見つけた。,There's an R-code on the edge of the door.,……在角落里找到了R-code。,……구석에서 R-codes를 찾았다.,
ho727-3,開ける,Open closet,开启,연다,
ho728-1,幅広い内容の専門書が並んでいる。,Lots of books on a wide range of subjects.,密密麻麻的专业书籍，涵盖广泛。,다양한 전문 서적이 가지런히 꽂혀 있어.,
ho728-2,ベッドは整頓されているが、,"The bed is neatly made, but it's",床铺收拾得很整齐，,잘 정돈된 침대다.,
,埃をかぶっている。,completely covered in dust.,但上面蒙了一层灰尘。,먼지가 잔뜩 내려앉아 있다.,
ho728-3,「埃」……久しぶりに見た。,Dust... That's a rare sight.,“灰尘”……好久没见到了。,먼지라...... 오랜만에 보는걸.,
,掃除されてないってことか？,This place isn't being cleaned regularly.,这里很长时间没被打扫过了吗？,한 번도 청소하지 않았던 걸까?,
ho729,埃……これが……,"Wait, is this...real dust?",灰尘……这就是……,이게... 먼지구나...,
hoc729-1,埃、,Why do you look so surprised?,你从来没见过灰尘吗？,...?,
,見たことないのか？,Haven't you ever seen dust before?,,"먼지, 본 적 없어?",
hoc729-2,……ない。,Not even once...,……没有。,......없어.,
,そうか、下層居住区には,"Oh, right. You must've seen it in the",对哦，,"그렇군, 하층 거주구에는",
,埃が存在するんだな。,"Lower District, huh?",下层居住区是有灰尘的啊。,먼지가 있구나.,
hoc729-3,埃……　空気中の塵が,Dust is formed when debris in the air,灰尘……空气中的微粒落到地面，,먼지...... 공기 중을 떠다니는,
,地面に落ちて集まったもの。,falls and collects on the ground. But,堆积起来，就是尘埃。,이물질이 지면에 쌓이는 것.,
,二進法君の固定清掃対象……,"where we live, the Rs get rid of it.",二进制铁块的固定清扫对象……,이진법 녀석들의 필수 청소 대상......,
hoc729-4,これは――\.\.\.自由の結晶だ。,Dust like this...\.\.\.is crystallized freedom.,这些――\.\.\.是自由的结晶啊。,그리고......\.\.\.자유의 결정체지.,
hoc729-5,……\.\.すごいな。この学園に、,I'm amazed...\.\. This academy still has,……\.\.真厉害，这所学园里，,"......\.\.대단한데, 이 학교에",
,まだRの入り込まない場所が……,a place that hasn't been invaded by Rs.,竟然还有R进不来的地方……,아직 R이 없는 곳이 있다니......,
hoc729-6,ジョバンニ、,That means you grew up covered in,乔班尼，,"조반니,",
,おまえは埃の中で育ったんだな……,"this stuff, right Gio?",你一定是在尘埃中长大的了……,넌 먼지 속에서 자랐구나......,
hoc729-7,失礼だな。,"We weren't ""covered in it.""",你好没礼貌啊。,말이 심하네.,
,ちゃんと掃除はしてたよ。,We cleaned up after ourselves.,我都有好好打扫的。,청소는 제대로 하고 살았어.,
ho730-1,「フィル・オブライエン」,Phil O'Brien...,“菲尔·奥布赖恩”,필 오브라이언,
ho730-2,オブライエン……,That last name sounds familiar...,奥布赖恩……,오브라이언......,
ho730-3,カレルレンについての本だ。,It's a book on Karellen.,关于卡列伦的书。,카렐렌에 관한 책이야.,
ho730-4,空っぽ。,It's empty.,空的。,텅 비었네.,
ho730-5,……持っているラップトップに,This laptop looks exactly like mine...,……这台电脑，跟我那台一模一样。,......내가 자주 사용하는 노트북과,
,そっくりなPCだ。誰のものだろう……,I wonder whose it is?,是谁的东西啊……,똑같은 PC야. 누가 사용하던 걸까......,
ho731,これ、まさか……,"It couldn't be ""his,"" could it...?",这个，该不会是……,이건 설마......,
ho731-2,起動してみる,Try booting it up,尝试启动,전원을 켠다,
ho731-3,……起動するようだ。,Looks like it still boots up.,……顺利启动了。,......작동하는 것 같다.,
ho732,カムパネルラ。,,,,
,ちょっと読んでほしい場所が,,,,
,あるんだけど。,,,,
ho733,ん？,,,,
,……ああ、これか？,,,,
ho734,今度はラテン語だな。,,,,
,「チケットがあれば入場できる」,,,,
,……だってさ。意味わかるか？,,,,
ho735,チケット……,,,,
ho732a,ルームメイトの彼,,,,
ho745-2,……壊れている。,It's broken...,……坏掉了。,......망가진 것 같다.,
ho746,中は確認できたのか？,"So, you manage to take a peek inside?",里面的东西看过了吗？,내용은 확인했어?,
ho747,確認できた。,Yup.,看过了。,"응, 확인했어. ......자세한 건 모르지만,",
,……よく分からないけど、イエハトブが,"I don't know what it's for, exactly, but",……虽然不是很明白，总之，,예하토브가 만든 것으로 보이는,
,作ったらしい特殊なツールを手に入れたよ。,it looks like a special tool Ihatov made.,我好像拿到了伊哈托夫做的特殊工具。,특별한 도구를 손에 넣었어.,
ho748,……イエハトブのツール！？,Is that Ihatov's legendary program?!,……伊哈托夫做的工具？！,......예하토브의 도구라고?!,
,や、やっぱり……本物なのか！？,You're telling me...it really exists?!,真、真的……是本人啊？！,"이, 이거...... 진품이야?!",
,よくあるレプリカじゃなくて……,"Like, it's not just some copy?",不是外面常见的那些假冒的……,흔히 보던 모조품이 아니라......,
ho749,じゃあ、この部屋は……,"So, this room must've been his...",那这房间，难道是……,"그럼, 이 방은......",
ho750,うん。,Yeah. This is probably the dorm he used,对。,맞아. 그 작자가 학생 시절에 쓰던,
,あいつが学生時代に使ってた部屋なんだと思う。,"back when he was a student. Plus, no sign",应该就是那人上学的时候住过的房间。,방일 거야. ......R이 없는 걸 보니,
,……Rがいないのは、細工でもしてたのかな。,of Rs in here. Must've been his handiwork.,……之所以没有R，可能是做了什么手脚吧。,무슨 수작이라도 부렸나.,
ho751,\FS[20]やっぱりそうだったのか……,\FS[20]This is AWESOME!,\FS[20]果然是啊……,\FS[20]역시 그랬구나...,
,……こ、これが……あの……！,Man...I can't believe it! The room of the,……这里……就是那个人的……！,여기가...... 그......!,
,ゆ、夢みたいだ……,legendary hacker himself... and I'm here!,简、简直像在做梦……,"꾸, 꿈만 같아......",
ho751_sa,\}やっぱりそうだったのか……,\}This is AWESOME!,\}果然是啊……,\}역시 그랬구나……,
,……これが……あの……！,Man...I can't believe it! The room of the,……这里……就是那个人的……！,여기가…… 그……!,
,夢みたいだ……,legendary hacker himself...and I'm here!,简直像在做梦……,꿈만 같아……,
ho752,これがケーブルか？,This must be the cable he mentioned...,这就是数据线？,케이블은 이건가?,
,忘れないように、だっけ……,"I didn't forget it, old man.",还特地强调别忘了拿……,잊지 말고 가져가라고 했었지......,
ho753,……イエハトブ。,Ihatov...,……伊哈托夫。,예하토브......,
,…………,...,…………,............,
ho754,\C[1]（何か忘れてる気がするな）,\C[1](Am I forgetting something...?),\C[1]（总感觉忘记了什么）,\C[1](잊어버린 게 있는 것 같은데),
ho754-a,……よく見ると、隅に,"Looking closely, there's an R-code written",仔细观察……可以发现角落里,"......자세히 살펴보자, 구석에",
,R-codeが書いてある。,in the corner...,写着R-code。,R-codes가 있었다.,
ho755a,「認識不能領域：サンプルα」,Sample α: unobservable,“不可认知领域：实例α”,인식 불가 영역: 샘플 α,
ho755b,「認識不能領域：サンプルβ」,Sample β: unobservable,“不可认知领域：实例β”,인식 불가 영역: 샘플 β,
ho755c,あいつら、邪魔だな。,"Man, what a headache...",这些玩意真碍事啊……,"저 녀석들, 걸리적거리네.",
ho755d,そうだな。片付けてもいいけど、,"Before we clean up this mess, why don't",我想想，直接收拾掉也可以，,"그러게, 처리해도 문제는 없겠지만,",
,その前にここを調べてみないか？,we take a look around here first? There's,不过，要不要先四处看看？,그 전에 여기를 조사해보는 게 어때?,
,階段の先に、気になるものがあるし。,a lot to see before we take the stairs.,我刚才就瞄到楼梯上面那玩意了。,계단 안쪽에도 신경 쓰이는 녀석이 있거든.,
ho755d_sa,片付けてもいいけど、,"Before we clean up this mess, why don't",直接收拾掉也可以，,"처리해도 문제는 없겠지만,",
,その前にここを調べてみないか？,we take a look around here first? There's,不过要不要先四处看看？,그 전에 여기를 조사해보는 게 어때?,
,階段の先に、気になるものがあるし。,a lot to see before we take the stairs.,我刚才就瞄到楼梯上面那玩意了。,계단 안쪽에도 신경 쓰이는 녀석이 있거든.,
ho755e,う。,Ungh...,呃。,으……,
,\C[1]（あれか……）,"\C[1](Ah, that...?)",\C[1]（他是说那个吗……）,\C[1](저 안쪽 말이지……),
ho755,大きな……カレルレン？,Whoa... This looks like a huge Karellen.,巨大的……卡列伦？,거대한...... 카렐렌이잖아?,
ho756,これは……,"That's exactly it, more or less.",这里……,이건......,
,カレルレンの基地局だな。,This is Karellen's command terminal.,看来是卡列伦的基站。,카렐렌 기지국이로군.,
ho756-2,カレルレンは本体で集積・処理した情報を,Karellen is just the central system,卡列伦主机会把收集、处理完的信息,카렐렌은 본체에서 집적 및 처리한 정보를,
,＂子機＂たちと通信することで,where data is processed. It then relays,下发到自己的各个“子机”，,"통신으로 다수의 ""자식기""에게 보내",
,各惑星の統率を取ってるんだ。,that information to its drones: the Rs.,它就靠这个统管所有行星。,각 행성을 통솔하고 있어.,
ho756-3,子機からの通信は孫機が、,That's how Karellen maintains control of,子机收到了再下发给孙机，,"자식기가 보낸 통신은 손자기로,",
,孫機からの通信をさらに曽孫機が……,every planet in the Symbiote. All of them,孙机下面还有曾孙机……,손자기가 보낸 통신은 증손자기로……,
,って具合でな。,"are connected by one ""brain."" Get it?",就这么一层层传下去。,그런 구조지.,
ho756-4,へえ……？,Really...?,这样啊……？,뭐……?,
ho756-5,つまり。こいつは、小さいけど,"In other words, they're one and the same.",因此呢，这东西虽然小，,즉 이 녀석은 크기는 작지만,
,『R・カレルレン』の身体の一部ってことだ。,That thing's just a mini R. Karellen.,也是“R·卡列伦”身体的一部分。,R-카렐렌을 구성하는 일부라는 말씀.,
ho756-6,近寄りすぎるなよ。,"So don't get too chummy, now.",你小心点，别靠太近。,너무 가까이 가지 마.,
ho756-7,……そうだね。先へ進もう。,Right... Maybe we should go.,……是啊，我们往前走吧。,……맞아. 계속 나아가자.,
ho756-a,……巨大なカレルレンの結晶体だ。,It's a gigantic version of the crystal,……巨大的卡列伦结晶。,......거대한 카렐렌 결정체다.,
,寮にあるものの何倍の大きさだろうか……,Karellen statue we have in the dorm...,这个比宿舍里那个大多少倍啊……？,기숙사에 있는 것보다 몇 배는 되어 보인다......,
ho757,……,...,……,......,
ho758,綺麗だろう？,Isn't it glorious?,很美吧？,아름답지?,
ho759,あ\.\.――\|,\.\.Ahh!\|,啊\.\.——\|,아\.\.......\|,
ho760,あ゛っ\.\.…\.…\.\.！？,Wha\.\.\....\.\.?!,啊啊\.\.\.…\.…\.\.？！,앗\.\...\.....\.\.?!,
ho761,……\|叛逆者め。\|,Disobedient scum... \|You'll be purged.\|,……\|该死的叛徒。\|,......\|반역자놈.\|,
,親子ともども、粛清、してやる。,"You and your mother, both.",两父子，都由我，肃清！,"부모와 함께...... 전원, 숙청한다.",
ho762,……,...,……,......,
ho763,（――\|ああ。くそ。\.\.,"(Oh, god! \|What do I do?!\.\.",（——\|啊——可恶。\.\.,"(......\|아, 젠장.\.\.",
,　ダメだ。逃げられない）,I can't get away...),不行，跑不掉了。）,"틀렸어, 더는 도망칠 수 없어.)",
ho764,（――\.\.結局、死ぬのか。こんな簡単に。\|,\.\.(Is this really how it ends for me?\| Am I,（——\.\.到头来，还是要死在这种地方？\|,"(......\.\.결국, 죽는 건가. \.\.이렇게 쉽게......\|",
,　こんな、つまらないところで\.\.――）,gonna die in a place like this?)\.\.,就这么简单？这么无聊\.\.——）,한심한 꼴로\.\.......),
ho765,（――\|＂命の価値＂が低いから）,\|(Maybe I am worthless after all...),（——\|就因为我的生命“没有价值”。）,"(......\|""목숨의 가치""가 낮으니까겠지.)",
ho766,（心のどこかで、分かってはいた。\|,"(Somewhere deep down, I always knew it.\|",（其实，我心底是明白的。\|,(마음 한구석에서는 이미 알고 있었어.\|,
,　僕の人生……こんなもんだって）,My life has no value...),我的人生……也就这样了。）,내 인생은...... 이게 다라는 걸 말이야.),
ho767,（人間は、生まれた時から平等じゃない。\|,\|(Humans aren't made equal.\! From the,（人生下来就是不平等的。\|,(인간은 태어날 때부터 평등하지 않아.\|,ウェイト追加、クリック位置変更
,　そして世界は、\!,"moment we're born, the scales are tipped",而这个世界，\!,"그리고, 세계는……\!",
,　価値のあるやつのためにできている）,"in favor of those lucky, valuable few.)",是为那些有价值的人准备的）,가치 있는 자를 위해 존재해.),
ho767_sa,（人間は、生まれた時から平等じゃない。\!,(Humans aren't made equal.\! From the,（人生下来就是不平等的。\!,(인간은 태어날 때부터 평등하지 않아.\!,
,　世界は、,"moment we're born, the scales are tipped",这个世界，,세계는……,
,　価値のあるやつのためにできている）,"in favor of those lucky, valuable few.)",是为那些有价值的人准备的）,가치 있는 자들을 위해 존재해.),
ho768,（散々思い知ってきたことだ。\|,(I've thought about this. I've known it.\|,（我领教这项事实多少回了？\|,(뼈저리게 알고 있었던 거잖아.\|,
,　これまでも、ずっと諦めてきたじゃないか。\.\.,For as long as I can remember.\.\.,活到现在，不该早就习惯放弃了吗？\.\.,지금까지 계속 포기만 했고.\.\.,
,　いまさら足掻いてどうすんだ……）,Why should I fight it anymore?),死到临头还挣扎什么……）,이제 와서 발버둥친들 뭐가 달라지겠어......),
ho768_sa,（これまでも、ずっと諦めてきたじゃないか。,"(Deep down, I've known it all along...",（活到现在，不该早就习惯放弃了吗？,(지금까지 계속 포기했잖아.,
,　いまさら足掻いてどうすんだ……）,Why should I fight it anymore?),死到临头还挣扎什么……）,이제 와서 발버둥친들 뭐가 달라지겠어……),
ho769,ジョバンニ。おかえり。,"Welcome home, sweetie.",乔班尼，你回来啦。,"어서 오렴, 조반니.",
,待ってて、今から配給を取りに行くから……,"I'll be back soon with our rations, okay?",等一下哦，妈妈现在就去取配给……,"잠깐만, 지금 배급을 가지러 갈 테니까......",
ho770,――良かった。ジョバンニ。,"Oh, Giovanni...",——乔班尼！太好了。,"......조반니, 다행이다.",
,　　あんたは無事だね。,Thank goodness you're all right.,你没事。,무사했구나.,
ho771,――気を付けて。外で何かがうろうろしてる。,"Listen to me, sweetie. Something is here.",——小心，外面还有东西乱晃。,"......조심해, 뭔가가 바깥을 배회하고 있어.",
,　　ここで死んだふりして、しばらく待ってなさい。,I need you to pretend that you're dead.,你先躺在这里装死，等一会儿再出去。,여기서 잠깐만 죽은 척 하고 있으렴.,
ho772,……で、でも、母さん……,"B-But... Mom, I...",……可、可是，妈妈……,"......하, 하지만, 엄마는......",
ho773,――大丈夫。こんなときのために,Everything will be all right. Your father,——不怕，就是为了应对这种情况，,......괜찮아. 이럴 때를 대비해,
,　　父さんが地下通路を用意してくれてるからね。,set up a secret passage for emergencies.,爸爸才给我们准备了地道的。,아빠가 지하 통로를 만들어 놓으셨단다.,
,　　言う通りに逃げな。あたしが囮になる。,"If they hear us, I'll draw them away.",你就从那里跑吧，妈妈来拖住它们。,"소리가 좀 나겠지만, 내가 주의를 끌면 괜찮을 거야.",
ho773_sa,――大丈夫。こんなときのために,Everything will be all right. Your father,——不怕，就是为了应对这种情况，,……괜찮아. 이럴 때를 대비해,
,　　父さんが地下通路を用意してくれてるからね。,set up a secret passage for emergencies.,爸爸才给我们准备了地道的。,아빠가 지하 통로를 만들어 놓으셨단다.,
,　　あたしが囮になる。,I'll draw them away.,没关系，妈妈去引开它们。,내가 주의를 끌면 괜찮을 거야.,
ho774,――安心して。あんたは、あたしが絶対逃がす。,"Don't worry, honey. They won't catch me.",——放心吧。我一定会让你逃出去的。,......걱정하지 말렴.,
,あんなやつらに死なせないからさ！,Your mom won't die to some robot!,我才不会让那种东西伤害你呢！,반드시 도망칠 수 있도록 엄마가 도와줄게.,
,,,,저런 녀석들 손에 죽게 내버려두지 않을 거야!,
ho774_sa,――安心して。あんたは、あたしが絶対逃がす。\.\.,"Don't worry, honey. They won't catch me.\.\.",——放心吧。我一定会让你逃出去的。\.\.,……걱정하지 말렴.\.\.,
,　　あんなやつらにやらせないからさ！,Your mom won't be done in by some robot!,我才不会让那种东西伤害你呢！,반드시 도망칠 수 있도록 엄마가 도와줄게.,
,,,,녀석들에게 당하게 두지 않을 거야!,
ho775,――かわいいジョバンニ。\.\.,My sweet Giovanni... You're all right.\.\.,——我的小乔班尼。\.\.,......우리 귀여운 조반니.\.\.,
,　　愛してる。あんたが元気でほんとによかった。,"That's all that matters. I love you, okay?",妈妈爱你。你平安无事，真是太好了。,사랑한단다. 네가 무사해서 정말 다행이야.,
ho776,――必ず、\.\.生きて。,Promise me...\.\.that you'll keep on living.,——\.\.一定要活下去哦。,......반드시 \.\.살아남으렴.,
ho777,――かあさん……,Mom...,……妈妈……,엄마......,
ho777-2,目を開ける,Open your eyes,睁开眼睛,눈을 뜬다,
ho778, ,,,,ほりん：スチルにあわせて１行下にずらした
,――そうだ。,I have to keep my promise.,——是……啊……,......그래.,
ho779, ,,,......맞아. 이러면 안 돼.,
,――そうだ。\.\.駄目だ。僕は。生きなきゃ。,I have to live. \.\.For her.,——不行……\.\.不能死。我必须……活下去。,난......\.\. 살아야 해.,
ho779-2,意識を取り戻す,Snap out of it,恢复意识,의식을 되찾는다,
ho780, ,,,,
,――母さんが、命を捨ててまで願ったものを。\|,She sacrificed everything so I could live.\|,——她连自己的命都可以不要，只求让我……\|,......엄마가 목숨을 바치면서까지 바랐던 것.\|,
,　　守ることができるのは、僕だけだから。,And now... It's my turn to protect her.,能捍卫这个愿望的，就只有我了。,그걸 지킬 사람은...... 나 하나뿐이니까.,
ho781, ,,,,
,（――僕は、）,(I have a promise to keep...),（我——）,(나는......),
ho782, ,,,,
,\{（生きる――）,\{(I'll walk through hell and back!),\{（一定会）,\{(살아남을 거야......),
,,,,,
ho783, ,,,,
,\{（絶対に、）,\{(No matter what this world throws,\{（活下去——）,\{(반드시......!!),
,, at me!),,,
ho784, ,,,,
,\{（どんなことを、）,\{(They won't break me! I'm still here!),\{（不管采取，）,\{(그럴 수 있다면......),
,,,,,
ho785, ,,,,
,\{（したって！）,\{(And I'm going to LIVE!),\{（什么手段！）,\{(수단 방법 따위 가리지 않겠어......!),
,,,,,
ho786,うっ……！,Hngh...!,呜……！,큭......!,
ho787,う……ううううっ……,Ngh... Aughhh!,唔……呜呜呜……,크으...... 으으으......,
,\{うああああああっ！！,\{Hrrraaagggggghhh!!!,\{呜啊啊啊啊啊啊！！,\{으아아~!!!,
ho788,……っ……,Urgh...,……呃……,큭......,
ho789,効いてるみたいだな。,Would you look at that? It's working.,看来挺有效。,이건 먹히는 것 같네.,
ho790,いいか、もうズルは無しだぞ！,"Listen up, now. No more tricks. From here",听着，下次不许再作弊了啊！,이제 알겠지? 잔꾀 부리지 마!,
,実力だけで勝負だ！　分かったか？,"on out, we're gonna fight fair. Got it?",要堂堂正正，凭实力决胜负！知道了吗？,실력으로 대결하자고! 알아들었어?,
ho791,ジョバンニ！,Giovanni!,乔班尼！,조반니!,
,おまえは「二進法」担当だ！,I'll leave the binary bozos to you!,你去对付“二进制”！,"넌 ""이진법"" 녀석을 맡아!",
ho792,……っ……,...Ack.,……呜……,큭......,
,わかった！,All right... I'll handle it!,知道了！,알았어!,
ho792-a,よく見ると、端子のようなものがある。,There's a terminal here.,仔细一看，上面好像有个接口。,자세히 보니 단자 같은 게 있네.,
ho792-b,コードを繋ぐ,Connect the cord,插线,선을 연결한다,
ho812,……ここは……,...Where am I?,……这里是……,여기는......,
ho813,……イデアル・ハック……,Ideal Hack...,……理想骇解……,아이디얼 해킹......,
,成功……か？,...Did it work?,成功……了？,성공했나......?,
ho813-a,どこまでも続いているようだ。,It just goes on and on forever...,望不到头，似乎没有边际。,끝없이 이어진 것처럼 보인다.,
ho813-b,泳いでいく,Swim,游过去,헤엄친다,
ho813-c,やめておく,Avoid it,算了,그만둔다,
ho813-2,「規制」,Order.,“限制”,규제,
ho813-3,「安全」,Safety.,“安全”,안전,
ho813-4,「原則」,Principles.,“原则”,원칙,
ho813-5,「統制」,Control.,“管制”,통제,
ho813-6,「快適」,Comfort.,“舒适”,쾌적,
ho813-7,「安全」,Law.,“安全”,안전,
ho813-8,「確実」,Certainty.,“切实”,확실,
ho813-9,「幸福」,Prosperity.,“幸福”,행복,
ho813-10,「人間のために」,For humanity.,“为了人类”,인간을 위해,
ho813-11,「わたしたちのために」,For you and I.,“为了我们”,우리를 위해,
ho813-12,「みんなのために」,For all.,“为了大家”,모두를 위해,
ho813-13,「？」,?,“？”,?,
ho813-14,危険。,Danger.,危险。,위험.,
ho813-15,警戒。,Caution.,戒备。,경계.,
ho813-16,恐怖。,Fear.,恐惧。,공포.,
ho813-17,未知。,The unknown.,未知。,미지.,
ho813-18,不安。,Anxiety.,不安。,불안.,
ho813-19,絶望。,Despair.,绝望。,절망.,
ho813-20,捕まえる,Stop them,抓住,잡는다,
ho813-21,"不安。不安。不安。不安。不安。不安。
不安。不安。不安。不安。不安。不安。
不安。不安。不安。不安。不安。不安。","Anxiety. Anxiety. Anxiety. Anxiety.
Anxiety. Anxiety. Anxiety. Anxiety.
Anxiety. Anxiety. Anxiety. Anxiety.","不安。不安。不安。不安。不安。不安。
不安。不安。不安。不安。不安。不安。
不安。不安。不安。不安。不安。不安。","불안. 불안. 불안. 불안. 불안. 불안.
불안. 불안. 불안. 불안. 불안. 불안.
불안. 불안. 불안. 불안. 불안. 불안.",
ho813-22,"これ……ひょっとして
父さん？",Wait... Is that Dad?,"这……该不会是……
爸爸？",이건... 아빠?,
ho813-23,君は……,You're...,你是……,너는……,
ho814,\{神……！？,\{Your Brilliancy...!,\{神……？！,\{신이......?!,
ho814notice,\T[3]プリマ・ゼウス銀河学園船…,\T[3]Prima Zeus Galactic...,\T[3]已向至上星主银河学园舰编…,\T[3]프리마 제우스 은하학교선...,
ho815,プリマ・ゼウス銀河学園船の,Prima Zeus Galactic Academy command,已向至上星主银河学园舰,프리마 제우스 은하학교선,
,基地局δ-65を一時的に,terminal δ-65 has been temporarily,编号δ-65基站发出暂停,δ-65 기지국 기동을,
,シャットダウンしました。,deactivated.,运行指令。,잠시 중단합니다.,
,復旧時刻は現在未定です。,Reactivation has not been scheduled.,恢复时间未定。,복구 시간은 현재 미정입니다.,
ho815a,復旧まで、,"Until system reactivation is complete,",请注意：,복구가 완료될 때까지,
,基地局周辺の区域は,all communications with Karellen in the,在该基站恢复运作前，,기지국 주변 구역에서,
,カレルレンへの,vicinity of the specified command terminal,基站周边区域将无法,카렐렌에게 메시지를,
,メッセージ送信が,will be unavailable.,向卡列伦发送任何消息。,보내는 기능을 사용할 수,
,不可能になります。,Your patience and understanding in this,,없습니다.,
,ご了承ください。,matter is greatly appreciated.,,양해해 주십시오.,
ho816,神、なぜ……,My God... Your Brilliancy...,神，为何……,"신이여, 어째서......",
,……俺……わ、私、を……,P-Please... Speak...to me...,……将我、我……属下……,"내게...... 제, 제게......",
ho817,……返答、を……,Why...can't I...hear you...,……请……回答……,대답...... 을......,
ho817-2,\C[1]（カレルレンが……壊れた？,\C[1](What the...?,\C[1]（卡列伦……故障了？,\C[1](카렐렌이…… 부서졌잖아?,
,一体何が……）,Karellen's gone completely haywire...),到底什么情况……）,이게 대체……),
ho817-3,\C[1]（ともかく、今のうちだ。,\C[1](Okay... There's no time to waste!,\C[1]（不管了，趁现在。,\C[1](아무튼 기회는 지금 뿐이야.,
,マスク野郎の気がそれてる間に、,I've gotta check this place out while,趁那个戴面具的顾不上我，,저 마스크 녀석의 정신이 다른 데,
,何か調べられるものを探そう）,that weirdo is distracted!),找找附近有什么能调查的吧）,팔린 동안 조사할 만한 걸 찾아보자),
ho818,\{待て！,\{No!!!,\{站住！,\{기다려!,
ho818-2,ジェット噴射,Activate jets,打开喷气开关,제트 분사,
ho819,……っ……！？,Hrgh...?!,……啊……？！,큭......?!,
,何…………,Wha—,什么…………,이게 무슨......,
ho820,……人間の勝利だな！,Heh... Humans will always come out on top!,……这局人类赢啦！,......인간의 승리다!,
,さ、エントランスを探そうか。,Now let's find that exit.,走，我们去找门厅吧。,"자, 입구를 찾아볼까.",
ho820a,……,...,……,......,
ho821a,「分校間連絡装置」,Inter-Academy Wormhole,“分校间接触装置”,학교선간 연결 장치,連絡というのは物理的に（ワープみたいな感じで）連絡できる、という意味とわかるようにしてほしいです
ho821b,"「予備パーツ保管庫」",Spare Parts Storage,“备用零件仓库”,예비 부품 보관 창고,
ho823-2,母さん。僕も愛してる。,"Mom... I love you, too. So much.",妈妈。我也爱你。,"나도 사랑해, 엄마.",
ho824,――,...,——,......,
ho825,……,...,……,......,
ho825a,カレルレンからか？,Another message from Karellen?,卡列伦发来的？,카렐렌에게서 온 거야?,
,なんて書いてあるんだ？,"Well, what does it say?",写了什么？,뭐라고 쓰여 있어?,
ho825b,……これ、……,...Oh.,……这……,이건……,
ho825c,……,...,……,……,
ka100,\T[2]要請に基づき、お母様の…,\T[2]As per Symbiote orders...,\T[2]为配合相关方面要求，您母…,"\T[2]요청에 따라, 어머님의…",
ka101,\T[2]カレルレンから連絡を受けたよ…,\T[2]I heard what happened...,\T[2]卡列伦联系我了。乔班尼…,\T[2]카렐렌에게 연락을 받았다…,
ka102,\T[3]これは最終通告です…,\T[3]This notice is final...,\T[3]最后通牒。…,\T[3]이것은 최종 통보입니다…,
ka103,\T[3]ジョバンニ・スタイラスの…,"\T[3]Giovanni Stylus, your...",\T[3]已注销乔班尼·斯泰拉斯的…,\T[3]조반니 스타일러스의…,
ho825e,……まずいな。,"...Yikes, not good.",……糟糕。,......야단났네.,
,そろそろ銀河鉄道の発車時刻だ。,The train's going to leave soon.,银河铁道很快就要发车了。,슬슬 은하열차가 출발할 시간이야.,
,急ごう。ジョバンニ。,"Giovanni, we've gotta hurry.",抓紧吧，乔班尼。,"조반니, 서두르자.",
ho825f,おまえのところにも,"I know you're getting messages, but no",我估计，,지금 너에게도,
,色々メッセージが来てるかもしれないが……,"matter what they say, do NOT trust them.",你那边也收到了不少消息……,많은 메시지가 와 있겠지만……,
,信用するなよ。今は逃げるのが先だ。,Our top priority is getting out of here.,一条都别信啊。眼下最重要的是逃命。,믿지 마. 지금은 도망치는 게 우선이야.,
ho825g,……,...,……,……,
ho825-8,捨てる,,,,
ho825-9,本当に捨てる,,,,
ho825-10,今度こそ捨てる,,,,
