翻訳ID,キャラ名翻訳ID,投稿時刻,日本語,英語,中国語（簡体字）,韓国語,備考
,,,かなりの＂じゃじゃ馬＂だが、お前なら扱えると信じてる。,"It's a lot at first, but I know you can handle it.",它是匹很难掌控的“烈马”，但我相信你可以驾驭。,"상당히 ""난폭한 녀석""이지만, 너라면 다룰 수 있을 거야.",
,,, , , , ,
,,,お前のことを宇宙で一番愛してる。,I love you more than anything under the stars.,我爱你胜过全宇宙的一切。,아빠는 이 우주에서 누구보다 널 사랑한단다.,
,,, , , , ,
,,,イエハトブ,"Your father, Ihatov",伊哈托夫,예하토브,
pc282,,,な、なんだこの、ふざけた文章は……,"Ideal Hack, my ass... The only",这……这都是什么，胡言乱语……,"뭐, 워먀, 이 말도 안 되는 글은......",
,,,必殺技？　イデアル・ハックってさっきの……？,"real ""hack"" is you, Dad...",必杀绝招？理想骇解，就是刚刚那个……？,"필살기라니? 아이디얼 해킹이라면, 아까 그......?",
pc283,,,……Ｒに心なんてないだろ……！？,Rs can't think for themselves!,……R哪有什么心啊？！,……R에게 마음은 없을 텐데……?!,
pc284,,,……イデアル・ハック……,"Secret weapon... Yeah, right.",……理想骇解……,아이디얼 해킹......,
pc285,,,……クソ親父。,...Thanks for nothing.,……臭老爹。,......망할 아빠 같으니.,
pc286,,,いつもいつも……全部分かってたみたいに用意周到だ。,"You act like you know it all,",每次都是这样……周全得要命，好像早就都料到了。,언제나...... 모든 걸 알고 있는 것처럼 용의주도하네.,
,,,そのくせ、肝心な時には何もしてくれない。,but you were never there!,可是一到紧要关头，根本不见你人影。,그러면서 중요할 때는 아무 쓸모도 없잖아.,
pc286_sa,,,全部分かってたみたいに用意周到だ。,"You act like you know it all,",每次都这么周全，仿佛什么都料到了。,모든 걸 알고 있는 것처럼 용의주도하네.,
,,,そのくせ、肝心な時には何もしてくれない。,but you were never even here!,可是一到紧要关头，根本不见你人影。,그러면서 중요할 때는 아무 쓸모도 없잖아.,
pc287,,,お前のせいで、母さんは……,You left us! That's why Mom...,还不都怪你，妈妈才会……,당신 때문에 엄마는......,
,,,…………………,...,…………………,........................,
pc288,,,本当は……お前の助けなんか借りたくない。,I don't even want your help.,说真的……我才不想靠你帮忙。,솔직히...... 당신 도움 같은 건 받고 싶지 않아.,
pc289,,,必殺技だって？　バカにすんな。,"If your weapon's so great, why",必杀绝招？托付给我？当我是三岁小孩吗？,필살기라고? 사람 바보 취급 하지 마.,
,,,そんなものあるなら、なんで今まで渡してくれなかったんだ。,didn't you use it to save us?,要是有这种好东西，干嘛不早点给啊？,그런 게 있었으면 어째서 지금까지 주지 않은 거냐고.,
pc290,,,許せないよ。許せない……,I won't forget what you did.,我不会原谅你的，绝对不会……,"용서 못 해, 용서할 수 없어......",
pc291,,,けど。,But I've made up my mind to do,但是。,......하지만.,
,,,僕は生きるためなら、どんなこともするって決めた。,whatever it takes to survive.,我已经想好了，只要能活下去，什么都做。,살기 위해서라면 뭐든 하겠다고 결심했어.,
pc292,,,だから。使えるものは全部使う。,"I'll use any means necessary,",所以，我会利用一切能利用的资源。,그러니 쓸 수 있는 건 전부 쓸 거야.,
,,,……お前のソフトだって使ってやる！,even your stupid program...,……哪怕是你写的程序，我也用给你看！,......당신이 남긴 소프트웨어도!,
pc293,,,……！？,...?!,……？！,......?!,
pc294,,,「機械語」だ……,It's all machine code... Wait.,是“机械语言”……,기계어잖아......,
,,,これがカレルレンの思考アルゴリズム……？,Karellen's sentience program?,这就是卡列伦的思维算法吗……？,이게 카렐렌의 사고 알고리즘......?,
pc295,,,ま、まさか、,N-No way...,等、等一下……,"서, 설마......",
,,,……この文字を読み解けってことか……！？,I'm supposed to decode this?!,……该不会要解读这个吧……？！,이 문자를...... 해독하라고......?!,
pc313,,,読む,Read,解读,해독한다,
pc296,,,頭が……割れるように痛い。,"Ngh, my head is splitting...",头好痛……跟裂开了似的。,머리가...... 깨질 것 같아.,
pc297,,,……くそ、情報量が……,There's just too much data...,……可恶，信息量太大了……,......젠장. 정보량이......,
,,,ああああああっ……,A-Arrrgh...,啊啊啊啊啊啊啊……,으아아......!!,
pc298,,,……うう、あ、あ……ああああ……,Hngh...ngh...ahhh...,……呜呜，啊、啊……啊啊啊啊……,"......으으, 으아, 아, 아아......!!",
,,,こんなの……人間が……読むもんじゃ……,My brain...can't take this!,这种……东西……根本不是人看的……,이건...... 인간이...... 받아들일 정보량이......,
pc299,,,それでも読む,Keep going,坚持解读,계속 해독한다,
pc300,,,……ダメだ……これ以上……,It's too much... I can't...,……不行了……不能再……,틀렸어...... 이 이상은......,
pc301,,,……くそ……意識……が……,I'm about to...pass out...,……呃呃……头好……昏……,젠장...... 의식...... 이......,
pc302,,,ぐっ……ぅうううううっ……！！,Ngahh...! Waaaghhhhhh...!,呜……唔啊啊啊啊……！！,크으...... 끄으으윽......!!,
,,,カレルレン……カレルレン、カレルレン、カレルレンッ！！,"I'll show you, Karellen...",卡列伦……卡列伦，卡列伦，卡列伦！！,"카렐렌...... 카렐렌, 카렐렌, 카렐렌......!!",
pc303,,,読んでやる……全部！　全部、全部全部全部ッ！！,You're gonna answer to ME now!,我读，我都读……全部全部全部！都给你读完！！,"해독하겠어...... 전부! 전부 다, 모조리 말이야!!",
pc304,,,よし、メインシステムを見つけた。,This is it! The mainframe!,好，找到主系统了。,"좋아, 메인 시스템을 찾았어.",
,,,あとはこのロックを解除するだけだ。,Now to unlock the Railway.,接下来只要开锁就好。,이제 이 잠금 장치만 해제하면 돼.,
pc305,,,銀河鉄道のロックか……,There... The Railway lock.,银河铁道的锁啊……,은하철도의 잠금 장치인가......,
,,,なんだ？　この防御コードは……,What's with all of this code?,嗯？这什么东西，防御代码……？,이 방어 코드는 대체 뭐지......?,
pc306,,,外部から無理やり取り付けたのかな。,"Looks like it was tacked on,",是从外部强行添加上去的吗？,외부에서 강제로 설치했나?,
,,,でも強引すぎて脆い構造になってる。,but they were clumsy about it.,但是手法太粗暴了，结构非常脆弱。,하지만 강제로 설치해서인지 구조가 약해.,
pc307,,,誰かの作った「鎖」か。これを解く方法は……,Nothing I can't crack.,就像第三者缠上的“锁链”。那么，解除方法……,"누군가가 ""자물쇠""를 만들었어, 이걸 열려면......",
pc308,,,――よし、完全掌握成功！,I'm in! I've got full access!,——好，完全掌握成功！,"……좋아, 완전 장악에 성공했어!",ルビ削除(240820）
pc309,,,切符をください。,"Your ticket, please.",请出示车票。,표를 보여 주십시오.,
pc310,,,僕、切符は持っていません,I...don't have a ticket.,我没有车票……,표가 없는데요.,
pc311,,,持っているはずですよ。,"Don't you, son?",你应该有的。,가지고 계실 겁니다.,
,,,探ってご覧なさい。,Maybe you should check again.,找找看吧。,찾아 보십시오.,
pc312,,,気になる場所をクリックで調査,Click to inspect certain areas,点击可调查画面各处,수상한 곳을 클릭해 조사하세요.,
pc327,,,新着メッセージがあります,New message(s) received.,您有新的消息,새로운 메시지가 있습니다.,
,,,- メッセージアプリ,- Messenger,- 消息软件,- 메시지 앱,
,,,- エーミール,- Emile,- 埃米尔,- 에밀,
pc314,エーミール,**:**,大丈夫か？　今、どこにいる？,"GIO, WHERE ARE YOU??????",你没事吧？你现在在哪里？,괜찮나? 지금 어디 있지?,
pc315,,,……！　エーミールさん……,It's Emile...!,……！埃米尔会长……,......!! 에밀 씨......,
,,,まさか、助けてくれようと？,He could help me! But...,难道他想帮我？,설마 도와 주시려는 건가?,
pc316,,,でも。もし、僕のせいでエーミールさんが……,...I can't involve him.,可是，要是因为我连累了会长……,하지만 그러면 나 때문에 에밀 씨가......,
pc317,,,ダメだ。言えるはずないな……,He might get in trouble.,不行，怎么可能说得出口……,안 돼. 대답할 수 없어......,
pc318,R・カレルレン,**:**,通達：,Warning:,通告：,통지:,
,,, , , , ,
,,,本日中に,Students of Prima Zeus,若您未在今日之内，,오늘 중으로,
,,,プリマ・ゼウス銀河学園船,Galactic Academy who,于至上星主银河学园舰内,프리마 제우스 은하학교선에서,
,,,での共生プログラムを,fail to comply with,接受共生教育，,진행하는 공생 프로그램을,
,,,受講しない場合、,the Symbiosis Program,,"수강하지 않을 경우,",
,,,あなたは共生プログラムを,will be subject to,您将永久失去共生课程的,공생 프로그램을 수강할,
,,,受講する権利を失います。,disqualification.,听讲权。,권리를 상실합니다.,
pc319,R・カレルレン,**:**,その場合、あなたの,"In addition, your human score",这种情况下，,권리가 사라지면,
,,,人間スコアは永久に,will be frozen permanently with,不但您的人类评分,당신의 인간 스코어는,
,,,復元されず、共生体に,"no chance of recovery. You, \FB\C[18]Mr.",永远无法复原，,"평생 복원할 수 없으며,",
,,,おける\FB\C[18]ジョバンニ・,"\FB\C[18]Giovanni Stylus, and all of your",\FB\C[18]您和您的家人，,공생체 \FB\C[18]조반니 스타일러스,
,,,\FB\C[18]スタイラス様および,\FB\C[18]family members \FB\C[15]residing within,也将终身被剥夺,님 및 일가족\FB\C[15]에 제공되는,
,,,\FB\C[18]ご家族様\FB\C[15]の「衣食住」や,the Karellenian Symbiote will,于共生体穿衣、进食、,"\FB\C[18]의식주나 의료 등\FB\C[15],",
,,,「医療」など,lose access to \FB\C[18]all of the,居住，接受医疗等,\FB\C[18]생명과 직결된 모든 권리\FB\C[15]가,
,,,\FB\C[18]生命に関する全ての権利\FB\C[15]が,"\FB\C[18]necessities to sustain life\FB\C[15],",\FB\C[18]生命相关的一切权利\FB\C[15]。,즉시 박탈됩니다.,
,,,剥奪されます。,"including, but not limited to:",,,
,,,,"food, shelter, and medical care.",,,
pc345,R・カレルレン,**:**,同時に、共生体における,Your status as a Symbiote citizen,同时您的共生体公民档案，,"동시에, 공생체",
,,,市民登録と\FB\C[18]銀河学園の学籍\FB\C[15]が,and \FB\C[18]student of the Galactic,以及\FB\C[18]银河学园学籍\FB\C[15]，,시민권과 \FB\C[18]은하학교 학적\FB\C[15],
,,,抹消されます。,Gymnasium\FB\C[15] will be revoked.,都将一并注销。,역시 말소됩니다.,
pc320,R・カレルレン,**:**,ご了承のほど、,Your understanding in this,提请注意。,이 점 양해해 주시기를,
,,,よろしくお願いいたします。,matter is greatly appreciated.,,부탁드립니다.,
pc321,,,！,!,！,......!,
pc322,,,……生命に関する……権利……？,Necessities...to sustain life?,……生命相关的……一切权利……？,생명과 직결된...... 권리라고......?!,
pc346,,,ギムナジウムの学籍……,Revoking my student status?,银河学园的学籍……,감나지움 학적이......,
pc364,,,…………,...,…………,............,
pc323,R・カレルレン,**:**,Ｒ・カレルレンは、,Unauthorized access to,检测到针对R·卡列伦,저 R-카렐렌은,
,,,コアフレームへの,R. Karellen's mainframe,核心框架的越权访问请求，,코어 프레임에 대한,
,,,不正アクセスを検知し、,has been detected.,,"부정 접속을 감지하였으며,",
,,,発信源をあなたの所持する,The source has been,已锁定您持有的个人终端,그 발신원이 당신이 보유한,
,,,PC端末と特定しました。,traced back to your PC.,为请求来源。,PC임을 확인하였습니다.,
pc324,R・カレルレン,**:**,ジョバンニ・スタイラス様、,"Mr. Giovanni Stylus,",乔班尼·斯泰拉斯先生，,조반니 스타일러스 님.,
,,,あなたの行動は共生体の,You have disrupted the,您的违法行为严重危害了,당신의 행동은 공생체의,
,,,安定した運営を脅かす,safety of the Symbiote.,共生体运营的安全与稳定，,안정과 운영을 위협하는,
,,,重大な犯罪です。,This is a serious crime.,性质极为恶劣。,중대한 범죄 행위입니다.,
pc325,R・カレルレン,**:**,あなたの未登録PC端末の,Your unregistered PC,卡列伦已开始解析您的,당신이 보유한 미등록 PC,
,,,解析を開始しました。,will now be analyzed.,未备案个人终端。,분석을 시작하였습니다.,
,,,完了次第、端末の制御権は,I have overridden your,解析完成后，终端的控制权,분석이 끝나면 제어권은,
,,,カレルレンに移動します。,access permissions.,将移交给卡列伦。,저 카렐렌에게 이관됩니다.,
pc326,R・カレルレン,**:**,既に該当端末の完全な複製が,A copy of your device,卡列伦已获取该终端的完全,기기 복제 코드는 현재,
,,,カレルレンの記憶領域に,has been made and stored,拷贝，并多重备份于记忆空,제 기억 영역 여러 곳에,
,,,多重保存されています。,in my database.,间各处。,저장되어 있습니다.,
,,, , , , ,
,,,解析を中断しようとする,Any attempt to disrupt,请注意，,해석을 막으려는 모든,
,,,あらゆる試みは無効です。,analysis is forbidden., ,행위는 무효화됩니다.,
,,, , ,, ,
,,,ご了承のほど、,Your cooperation is,企图终止该解析过程的任何,이 점 양해해 주시기를,
,,,お願いいたします。,greatly appreciated.,尝试皆为无用功。,부탁드립니다.,
pc328,R・カレルレン,**:**,こちらはＲ専用通路です。,This route is for Rs only.,本通道为R专用通道。,여기는 R 전용 통로입니다.,
,,,案内に従い、速やかに,Comply immediately and,请遵从引导，,안내에 따라 신속히,
,,,寮へお戻りください。,return to your dorm.,立刻返回您的房间。,기숙사로 돌아가십시오.,
pc329,R・カレルレン,**:**,こちらは立入禁止です,No unauthorized entry.,此处禁止进入,진입 금지 구역입니다,
pc330,R・カレルレン,**:**,前へお進みください,Please move along.,请继续前进,전진하십시오,
pc331,R・カレルレン,**:**,右に曲がってください,Please turn right.,请右转,오른쪽으로 향하십시오,
pc332,R・カレルレン,**:**,左に曲がってください,Please turn left.,请左转,왼쪽으로 향하십시오,
pc333,R・カレルレン,**:**,後ろへお戻りください,Please turn back.,请后退返回,뒤로 돌아가십시오,
pc334,,,[システムヘルスチェック],[System Diagnostic],[系统健康诊断],[시스템 상태 확인],
,,,> システム診断を開始しています...,> Initializing system check-up...,> 正在诊断系统...,>시스템 진단 시작...,
,,,> コアフレーム群の98%が正常に作動中です...,> Mainframe now operating at 98% efficiency.,> 核心框架群98%运作正常...,">코어 프레임군, 98% 정상 작동 중...",
,,, , , , ,
,,,[警告],[WARNING],[警告],[경고],
,,,> 未登録デバイスからの不正なアクセスを検知しました...,> Unregistered device access detected.,> 检测到来自未备案设备的越权访问请求...,>미등록 기기의 불법 접근 감지...,
,,,> ネットワーク解析中......完了,> Network analysis in progress... Done.,> 正在进行网络分析......完成,>네트워크 분석 중...... 완료,
,,, , , , ,
,,,[解析結果],[Analysis Results],[分析结果],[해석 결과],
,,,> 侵入経路を特定しました： プリマ・ゼウス銀河学園船 基地局δ-65,> Access Location: Prima Zeus command terminal δ-65,> 请求来源： 至上星主银河学园 δ-65基站,>침입 경로 확인: 프리마 제우스 은하학교선 δ-65 기지국,
,,,"> アクセス元のR-codeを特定しました: ""Boyhood""",> Designated R-code: Boyhood,"> 已获取该设备的R-code: ""Boyhood""",">접속 기기 R-codes 확인: ""Boyhood""",
,,,> 攻撃は未知の手法によるものです...,> Unauthorized access method unknown.,> 攻击手法未知...,>공격 방식...... 알 수 없는 수법,
pc335,,,[対応の実行],[Execute Defense Protocols],[处理方法],[대응 실행],
,,,> アクセス元R-codeをブロックします...,> Blocking designated R-code...,> 正在屏蔽该设备的R-code...,>접속 기기의 R-codes 차단...,
,,,> カレルレニア共生体規則に基づき、証拠保全を行います...,> Saving data in accordance with Karellenian Symbiote law...,> 基于卡列伦尼亚共生体法规，留存相关证据...,">카렐레니아 공생체 규칙에 의거, 증거 확보 실시...",
,,,> アクセス記録の保存...完了,> Recording unauthorized access to the activity log... Done.,> 正在保存访问纪录...完成,>접속 기록 저장...... 완료,
,,,> アクセス元デバイスの完全なコピーの取得.........完了,> Creating a copy of the unauthorized device... Done.,> 完全拷贝请求方设备数据.........完成,>접속 기기의 완전 복사본 취득...... 완료,
,,, , , , ,
,,,[問題の解析],[Device Analysis],[问题分析],[문제 분석],
,,,> 仮想デバイスコピーを解析し、攻撃手法を特定します...,> Initializing device analysis. Identifying breach method...,> 利用拷贝资料创建虚拟机，解读攻击手段...,">복사한 가상 기기 해석, 공격 수단 확보...",
,,,> 解析開始：進捗率は0.1%です...,> Analysis Progress: 0.1%,> 开始分析：进度0.1%...,>해석 개시: 현재 진척률 0.1%...,
,,,> 解析終了までの残り時間は不明です...,> Time Remaining: Unknown,> 未能预估所需用时...,>해석 종료까지 남은 시간: 불명...,
pc336,,,[サーベイランスシステム起動],[Activate Surveillance System],[启动监控系统],[감시 시스템 부팅],
,,,> システム起動中...,> System initialization in progress...,> 正在激活系统...,>시스템 부팅 중...,
,,,> 個別監視プロトコルを開始します...,> Activating private surveillance protocols...,> 开始执行个体监视规程...,>개별 감시 프로토콜 개시...,
,,, , , , ,
,,,[監視対象の設定],[Surveillance Settings],[设置监视对象],[감시 대상 설정],
,,,"> 監視対象: ""ジョバンニ・スタイラス""",> Surveillance Target: Giovanni Stylus,"> 监视对象: ""乔班尼·斯泰拉斯""",">감시 대상: ""조반니 스타일러스""",
,,,> 監視優先度：「高」,> Surveillance Priority: HIGH,> 监视优先级：高,">감시 우선도: ""높음""",
,,,> 共生体法に基づく追跡手続きを開始します...,> Verifying Symbiote targeting permissions...,> 基于共生体法定流程，开始追踪...,">공생체 법률에 의거, 추적 절차 개시...",
,,,> 利用可能なすべてのデータストリームにアクセス中...完了,> Accessing complete approved data stream... Done.,> 正在接入所有可用数据流...完成,>이용 가능한 모든 데이터 스트림에 접속 중... 완료,
pc337,,,[ステータス],[Status],[运行状态],[상태],
,,,> 個別監視プロトコルは正常に動作しています...,> Private surveillance protocols now activated.,> 个体监视规程正在运作...,">개별 감시 프로토콜, 정상 작동 중...",
,,,> ネットワーク上における通信の検閲が行われています...,> Network security check in progress...,> 网络通信审查正在进行...,>네트워크 통신 검열 적용 중...,
,,,> 監視対象の現在位置を追跡しています...,> Tracking target's position...,> 正在追踪监视对象当前所在位置...,>감시 대상의 현재 위치 추적 중...,
,,,> 監視対象のネットワーク上の活動を追跡しています...,> Tracing target's network activity...,> 正在追踪监视对象网络活动痕迹...,>감시 대상의 네트워크 활동 추적 중...,
,,, , , , ,
,,,[対処],[Response Protocol],[处理],[대처],
,,,> 監視対象の現在位置付近に実行部隊を配置します...,> Dispatching agents to target's last known location...,> 于监视对象所在地附近配置执勤小队...,>감시 대상의 현 위치 주변에 처리 부대 배치...,
,,,> 引き続き状態を注視します...,> Continuous monitoring is required.,> 继续关注对象状态...,">상태, 계속 주시 중...",
pc338,ジョバンニ,**:**,忘れさせてやる,I'll make you forget me.,让它忘记,삭제한다,"1話ラスト追加分です（7/11, かいだこ）"
pc339,ジョバンニ,**:**,ああそう。,Yeah. That's right...,哦，是么？,"그래, 맞아.",
,,, , , , ,
,,,だったら、ハッキングで,I'm just gonna hack in,那只要黑进你的脑子，,그렇다면 해킹으로,
,,,忘れさせてやるだけだ。,and wipe your memory.,让你忘了这回事就行。,전부 지워버리면 돼.,
,,, , , , ,
,,,どっちが早いか,It's all down to who's,来比比谁更快吧——,어느 쪽이 빠른지,
,,,勝負だな。,faster than the other.,二进制混蛋。,대결해 보자고.,
,,,二進法野郎。,So c'mon computer brain!,,이 이진법 자식.,
pc340,R・カレルレン,**:**,カレルレンの,"I, Karellen, possess",卡列伦的记忆领域，,저 카렐렌의,
,,,ストレージ領域は、,superior memory,已实现99.999999999999%,저장 영역은,
,,,99.999999999999%の,"retrieval functionality,",年度耐用性。,연간 내구성 면에서,
,,,年間耐久性を,with an accuracy rate of, ,99.999999999999%를,
,,,実現しています。,99.999999999999%.,,유지하고 있습니다.,
pc367,R・カレルレン,**:**,高度に冗長化された,Backup data servers make,以现代人类的能力，,현 인류의 능력으로,
,,,バックアップ領域全てを,my data impenetrable to,不可能通过黑客手段入侵,매우 광대한 양의,
,,,ハッキングすることは、,humanity's present-day,高度冗余化的全部备份区,백업 영역을 전부,
,,,現代の人類の能力では,hacking methods.,域。,해킹하는 것은,
,,,不可能です。,Such efforts are futile., ,불가능합니다.,
pc368,R・カレルレン,**:**,カレルレンは、,"I, Karellen, will update",卡列伦还将持续更新迭代，,저 카렐렌은,
,,,共生体における全ての,myself to protect the,致力于捍卫全人类的幸福,지속적인 업데이트로,
,,,人類の幸福と発展および,"prosperity, safety,",与发展，,공생체 내 모든 인류의,
,,,安全と秩序を守るため,and order of all beings,保障社会的安全与秩序。,"행복과 발전, 안전과",
,,,アップデートを続けます。,within the Symbiote., ,질서를 지킬 것입니다.,
,,, , ,, ,
,,,人類の幸福を祈って、,"Yours forever,",愿全人类幸福，,"인류의 행복을 기원하며,",
pc341,,,[PC内操作],[PC Controls],[电脑操作],[PC 내 조작],
,,,"マウス選択／→↓↑←,WASD ：　移動",Move: Left Click or press →↓↑←/WASD,"鼠标点选／→↓↑←,WASD ：　移动",마우스 조작/→↓↑←/WASD: 이동,
,,,"左クリック／Enter,Space,Z ：　決定",Confirm: Left Click or press Enter/Space/Z,"鼠标左键／Enter,Space,Z ：　确定",마우스 왼쪽 버튼/Enter/Space/Z: 결정,
,,,"右クリック／Esc,X　　　　：　戻る／PCを閉じる",Return/Close PC: Right Click or press Esc/X,"鼠标右键／Esc,X键　　　： 返回 / 关闭电脑","마우스 오른쪽 버튼/Esc/X: 취소, PC 닫기",
,,, ,,,,
,,,[マップ内操作],[Map Controls],[地图操作],[지도 내 조작],
,,,"マウス選択／→↓↑←,WASD ：　移動",Move: Left Click or press →↓↑←/WASD,"鼠标点选／→↓↑←,WASD ：　移动",마우스 조작/→↓↑←/WASD: 이동,
,,,"左クリック／Enter,Space,Z ：　決定、調べる",Confirm/Interact: Left Click or press Enter/Space/Z,"鼠标左键／Enter,Space,Z ：　确定、调查","마우스 왼쪽 버튼/Enter/Space/Z: 결정, 조사",
,,,"PCアイコン／右クリック／Esc,X ：　PCを開く",Open PC: Right Click/select PC Icon or press Esc/X,"点击电脑图标／鼠标右键／Esc,X：　打开电脑",PC 아이콘 클릭/마우스 오른쪽 버튼/Esc/X: PC 닫기,
pc341_2,,,[PC内操作],[PC Controls],[电脑操作],[PC 내 조작],
,,,"マウス選択／→↓↑←,WASD ：　移動",Move: Left Click or press →↓↑←/WASD,"鼠标点选／→↓↑←,WASD ：　移动",마우스 조작/→↓↑←/WASD: 이동,
,,,"左クリック／Enter,Space,Z ：　決定",Confirm: Left Click or press Enter/Space/Z,"鼠标左键／Enter,Space,Z ：　确定",마우스 왼쪽 버튼/Enter/Space/Z: 결정,
,,,"右クリック／Esc,X　　　　：　戻る／PCを閉じる",Return/Close PC: Right Click or press Esc/X,"鼠标右键／Esc,X键　　　： 返回 / 关闭电脑","마우스 오른쪽 버튼/Esc/X: 취소, PC 닫기",
,,, ,,,,
,,,[マップ内操作],[Map Controls],[地图操作],[지도 내 조작],
,,,"マウス選択／→↓↑←,WASD ：　移動",Move: Left Click or press →↓↑←/WASD,"鼠标点选／→↓↑←,WASD ：　移动",마우스 조작/→↓↑←/WASD: 이동,
,,,"左クリック／Enter,Space,Z ：　決定、調べる",Confirm/Interact: Left Click or press Enter/Space/Z,"鼠标左键／Enter,Space,Z ：　确定、调查","마우스 왼쪽 버튼/Enter/Space/Z: 결정, 조사",
,,,"PCアイコン／右クリック／Esc,X ：　PCを開く",Open PC: Right Click/select PC Icon or press Esc/X,"点击电脑图标／鼠标右键／Esc,X：　打开电脑",PC 아이콘 클릭/마우스 오른쪽 버튼/Esc/X: PC 닫기,
,,, , , , ,
,,,[セーブについて],[About Saving],[关于存档],[저장],
,,,１つのセーブデータを使用します。,One save slot will be used.,存档使用1个栏位。,하나의 저장 공간을 사용합니다.,
,,,オートセーブ機能に加え、,In addition to the Auto-Save,除自动存档功能外，,자동 저장 기능 외에도,
,,,PC画面の【メニュー】から,"function, you also can save",您也可以从电脑界面的【菜单】处,PC 화면의 [메뉴]에서,
,,,手動セーブも可能です。,your game from the PC Menu.,进行手动存档。,수동으로 저장할 수도 있습니다.,
,,,※最新のセーブデータは上書きされます。,Warning: Your most recent save data will be overwritten.,注意：存档时会覆盖最新的数据。,※최신 저장 데이터를 덮어씁니다.,
,,, , , , ,
,,,[CHAPTERについて],[About Chapters],[关于章节],[CHAPTER 정보],
,,,過去のCHAPTERで選択を変更すると、,Changes made to your choices,若您更改了过去章节中的选择，,이전 CHAPTER에서 선택을 변경하면,
,,,その後のCHAPTERにも影響が及ぶことが,in previous chapters may have,有可能会对未来章节中的情节,이후 CHAPTER 내용에 영향을,
,,,あります。,an effect on future events.,产生影响。,줄 수 있습니다.,
pc342,,,[PC内操作],[PC Controls],[电脑操作],[PC 내 조작],
,,,"マウス選択／→↓↑←,WASD ：　移動",Move: Left Click or press →↓↑←/WASD,"鼠标点选／→↓↑←,WASD ：　移动",마우스 조작/→↓↑←/WASD: 이동,
,,,"左クリック／Enter,Space,Z ：　決定",Confirm: Left Click or press Enter/Space/Z,"鼠标左键／Enter,Space,Z ：　确定",마우스 왼쪽 버튼/Enter/Space/Z: 결정,
,,,"右クリック／Esc,X　　　　：　戻る／PCを閉じる",Return/Close PC: Right Click or press Esc/X,"鼠标右键／Esc,X键　　　： 返回 / 关闭电脑","마우스 오른쪽 버튼/Esc/X: 취소, PC 닫기",
,,, ,,,,
,,,[マップ内操作],[Map Controls],[地图操作],[지도 내 조작],
,,,"マウス選択／→↓↑←,WASD ：　移動",Move: Left Click or press →↓↑←/WASD,"鼠标点选／→↓↑←,WASD ：　移动",마우스 조작/→↓↑←/WASD: 이동,
,,,"左クリック／Enter,Space,Z ：　決定、調べる",Confirm/Interact: Left Click or press Enter/Space/Z,"鼠标左键／Enter,Space,Z ：　确定、调查","마우스 왼쪽 버튼/Enter/Space/Z: 결정, 조사",
,,,"PCアイコン／右クリック／Esc,X ：　PCを開く",Open PC: Right Click/select PC Icon or press Esc/X,"点击电脑图标／鼠标右键／Esc,X：　打开电脑",PC 아이콘 클릭/마우스 오른쪽 버튼/Esc/X: PC 닫기,
,,,ハッキングアイコン／E ：　ハッキング・エリア解析,Hacking Scan: Select Hacking Icon or press E,点击骇解图标／E　　　　　　　：　骇入区域分析,해킹 아이콘 클릭/E: 해킹 지역 분석,
,,, , , , ,
,,,[セーブについて],[About Saving],[关于存档],[저장],
,,,１つのセーブデータを使用します。,One save slot will be used.,存档使用1个栏位。,하나의 저장 공간을 사용합니다.,
,,,オートセーブ機能に加え、,In addition to the Auto-Save,除自动存档功能外，,자동 저장 기능 외에도,
,,,PC画面の【メニュー】から,"function, you also can save",您也可以从电脑界面的【菜单】处,PC 화면의 [메뉴]에서,
,,,手動セーブも可能です。,your game from the PC Menu.,进行手动存档。,수동으로 저장할 수도 있습니다.,
,,,※最新のセーブデータは上書きされます。,Warning: Your most recent save data will be overwritten.,注意：存档时会覆盖最新的数据。,※최신 저장 데이터를 덮어씁니다.,
,,, , , , ,
,,,[CHAPTERについて],[About Chapters],[关于章节],[CHAPTER 정보],
,,,過去のCHAPTERで選択を変更すると、,Changes made to your choices,若您更改了过去章节中的选择，,이전 CHAPTER에서 선택을 변경하면,
,,,その後のCHAPTERにも影響が及ぶことが,in previous chapters may have,有可能会对未来章节中的情节,이후 CHAPTER 내용에 영향을,
,,,あります。,an effect on future events.,产生影响。,줄 수 있습니다.,
pc362,,,[PC内操作],[PC Controls],[电脑操作],[PC 내 조작],
,,,"マウス選択／→↓↑←,WASD ：　移動",Move: Left Click or press →↓↑←/WASD,"鼠标点选／→↓↑←,WASD ：　移动",마우스 조작/→↓↑←/WASD: 이동,
,,,"左クリック／Enter,Space,Z ：　決定",Confirm: Left Click or press Enter/Space/Z,"鼠标左键／Enter,Space,Z ：　确定",마우스 왼쪽 버튼/Enter/Space/Z: 결정,
,,,"右クリック／Esc,X　　　　：　戻る／PCを閉じる",Return/Close PC: Right Click or press Esc/X,"鼠标右键／Esc,X键　　　： 返回 / 关闭电脑","마우스 오른쪽 버튼/Esc/X: 취소, PC 닫기",
,,, ,,,,
,,,[マップ内操作],[Map Controls],[地图操作],[지도 내 조작],
,,,"マウス選択／→↓↑←,WASD ：　移動",Move: Left Click or press →↓↑←/WASD,"鼠标点选／→↓↑←,WASD ：　移动",마우스 조작/→↓↑←/WASD: 이동,
